m, 	 n, 	 a, 		 B, 		 Tb, 		 Mb, 		 COx, 		 POx, 		 TOx, 		 MOx, 		 Tt, 		 Mt
9, 	 384,	 0.50163,	 9.123, 	 135.307, 	 97.573, 	 10.644, 	 1.012, 	 11.655, 	 0.007, 	 146.962, 	 97.579
9, 	 384,	 0.50759,	 11.123, 	 134.437, 	 97.573, 	 0.554, 	 2.281, 	 2.835, 	 7.995, 	 137.271, 	 105.568
9, 	 384,	 0.50705,	 11.123, 	 134.501, 	 97.573, 	 0.445, 	 2.308, 	 2.753, 	 8.199, 	 137.253, 	 105.772
9, 	 384,	 0.50651,	 11.123, 	 134.568, 	 97.573, 	 0.354, 	 2.402, 	 2.756, 	 8.403, 	 137.325, 	 105.976
9, 	 384,	 0.50597,	 11.123, 	 134.640, 	 97.573, 	 0.279, 	 2.398, 	 2.678, 	 8.607, 	 137.318, 	 106.180

9, 	 384,	 0.51027,	 11.234, 	 134.193, 	 97.573, 	 0.911, 	 2.206, 	 3.117, 	 7.968, 	 137.310, 	 105.541
9, 	 384,	 0.50974,	 11.234, 	 134.230, 	 97.573, 	 0.758, 	 2.315, 	 3.073, 	 8.173, 	 137.303, 	 105.746
9, 	 384,	 0.50920,	 11.234, 	 134.274, 	 97.573, 	 0.623, 	 2.278, 	 2.901, 	 8.378, 	 137.175, 	 105.951
9, 	 384,	 0.50866,	 11.234, 	 134.323, 	 97.573, 	 0.507, 	 2.353, 	 2.859, 	 8.583, 	 137.182, 	 106.156
9, 	 384,	 0.50813,	 11.234, 	 134.377, 	 97.573, 	 0.408, 	 2.312, 	 2.720, 	 8.787, 	 137.098, 	 106.360
9, 	 384,	 0.50759,	 11.234, 	 134.437, 	 97.573, 	 0.325, 	 2.419, 	 2.744, 	 8.992, 	 137.180, 	 106.565
9, 	 384,	 0.50705,	 11.234, 	 134.501, 	 97.573, 	 0.257, 	 2.503, 	 2.760, 	 9.196, 	 137.261, 	 106.769

9, 	 384,	 0.51188,	 11.345, 	 134.120, 	 97.573, 	 0.970, 	 2.236, 	 3.205, 	 8.349, 	 137.325, 	 105.922
9, 	 384,	 0.51134,	 11.345, 	 134.137, 	 97.573, 	 0.817, 	 2.337, 	 3.155, 	 8.555, 	 137.292, 	 106.128
9, 	 384,	 0.51081,	 11.345, 	 134.162, 	 97.573, 	 0.681, 	 2.330, 	 3.011, 	 8.760, 	 137.173, 	 106.333
9, 	 384,	 0.51027,	 11.345, 	 134.193, 	 97.573, 	 0.561, 	 2.342, 	 2.904, 	 8.966, 	 137.096, 	 106.538
9, 	 384,	 0.50974,	 11.345, 	 134.230, 	 97.573, 	 0.458, 	 2.446, 	 2.903, 	 9.171, 	 137.133, 	 106.744
9, 	 384,	 0.50920,	 11.345, 	 134.274, 	 97.573, 	 0.369, 	 2.466, 	 2.835, 	 9.376, 	 137.109, 	 106.949

9, 	 384,	 0.51241,	 11.456, 	 134.110, 	 97.573, 	 0.720, 	 2.362, 	 3.083, 	 9.141, 	 137.193, 	 106.714
9, 	 384,	 0.51188,	 11.456, 	 134.120, 	 97.573, 	 0.602, 	 2.423, 	 3.024, 	 9.347, 	 137.145, 	 106.920
9, 	 384,	 0.51134,	 11.456, 	 134.137, 	 97.573, 	 0.497, 	 2.354, 	 2.852, 	 9.553, 	 136.989, 	 107.126
9, 	 384,	 0.51081,	 11.456, 	 134.162, 	 97.573, 	 0.407, 	 2.477, 	 2.884, 	 9.759, 	 137.045, 	 107.331
9, 	 384,	 0.51027,	 11.456, 	 134.193, 	 97.573, 	 0.330, 	 2.506, 	 2.835, 	 9.964, 	 137.028, 	 107.537

9, 	 384,	 0.51295,	 11.568, 	 134.108, 	 97.573, 	 0.521, 	 2.452, 	 2.973, 	 9.934, 	 137.081, 	 107.506
9, 	 384,	 0.51241,	 11.568, 	 134.110, 	 97.573, 	 0.433, 	 2.523, 	 2.956, 	 10.140, 	 137.066, 	 107.713
9, 	 384,	 0.51188,	 11.568, 	 134.120, 	 97.573, 	 0.356, 	 2.510, 	 2.865, 	 10.346, 	 136.985, 	 107.919
9, 	 384,	 0.51134,	 11.568, 	 134.137, 	 97.573, 	 0.290, 	 2.547, 	 2.836, 	 10.552, 	 136.974, 	 108.125
9, 	 384,	 0.51081,	 11.568, 	 134.162, 	 97.573, 	 0.234, 	 2.574, 	 2.808, 	 10.758, 	 136.969, 	 108.331
9, 	 384,	 0.51027,	 11.568, 	 134.193, 	 97.573, 	 0.187, 	 2.629, 	 2.816, 	 10.963, 	 137.009, 	 108.536
9, 	 384,	 0.50974,	 11.568, 	 134.230, 	 97.573, 	 0.149, 	 2.651, 	 2.800, 	 11.169, 	 137.030, 	 108.742

9, 	 384,	 0.51348,	 11.679, 	 134.113, 	 97.573, 	 0.369, 	 2.578, 	 2.947, 	 10.726, 	 137.059, 	 108.299
9, 	 384,	 0.51295,	 11.679, 	 134.108, 	 97.573, 	 0.305, 	 2.697, 	 3.002, 	 10.933, 	 137.109, 	 108.506
9, 	 384,	 0.51241,	 11.679, 	 134.110, 	 97.573, 	 0.250, 	 2.610, 	 2.860, 	 11.139, 	 136.970, 	 108.712
9, 	 384,	 0.51188,	 11.679, 	 134.120, 	 97.573, 	 0.203, 	 2.660, 	 2.863, 	 11.345, 	 136.983, 	 108.918
9, 	 384,	 0.51134,	 11.679, 	 134.137, 	 97.573, 	 0.164, 	 2.762, 	 2.926, 	 11.551, 	 137.063, 	 109.124

9, 	 384,	 0.51401,	 11.790, 	 134.125, 	 97.573, 	 0.256, 	 2.574, 	 2.830, 	 11.519, 	 136.956, 	 109.092
9, 	 384,	 0.51348,	 11.790, 	 134.113, 	 97.573, 	 0.211, 	 2.688, 	 2.899, 	 11.726, 	 137.012, 	 109.299
9, 	 384,	 0.51295,	 11.790, 	 134.108, 	 97.573, 	 0.172, 	 2.706, 	 2.878, 	 11.932, 	 136.986, 	 109.505

9, 	 384,	 0.51560,	 11.901, 	 134.207, 	 97.573, 	 0.252, 	 2.617, 	 2.868, 	 11.898, 	 137.076, 	 109.471
9, 	 384,	 0.51507,	 11.901, 	 134.173, 	 97.573, 	 0.210, 	 2.586, 	 2.796, 	 12.105, 	 136.969, 	 109.678
9, 	 384,	 0.51454,	 11.901, 	 134.145, 	 97.573, 	 0.174, 	 2.780, 	 2.954, 	 12.312, 	 137.099, 	 109.885
9, 	 384,	 0.51401,	 11.901, 	 134.125, 	 97.573, 	 0.144, 	 2.792, 	 2.936, 	 12.519, 	 137.061, 	 110.092

9, 	 384,	 0.51666,	 12.012, 	 134.297, 	 97.573, 	 0.202, 	 2.740, 	 2.942, 	 12.483, 	 137.239, 	 110.055
9, 	 384,	 0.51613,	 12.012, 	 134.249, 	 97.573, 	 0.169, 	 2.712, 	 2.881, 	 12.690, 	 137.130, 	 110.263
9, 	 384,	 0.51560,	 12.012, 	 134.207, 	 97.573, 	 0.141, 	 2.757, 	 2.898, 	 12.898, 	 137.105, 	 110.470
9, 	 384,	 0.51507,	 12.012, 	 134.173, 	 97.573, 	 0.117, 	 2.795, 	 2.912, 	 13.105, 	 137.085, 	 110.678
9, 	 384,	 0.51454,	 12.012, 	 134.145, 	 97.573, 	 0.097, 	 2.865, 	 2.962, 	 13.312, 	 137.108, 	 110.885
9, 	 384,	 0.51401,	 12.012, 	 134.125, 	 97.573, 	 0.079, 	 2.873, 	 2.952, 	 13.519, 	 137.078, 	 111.092
9, 	 384,	 0.51348,	 12.012, 	 134.113, 	 97.573, 	 0.065, 	 2.963, 	 3.027, 	 13.726, 	 137.140, 	 111.298
9, 	 384,	 0.51295,	 12.012, 	 134.108, 	 97.573, 	 0.052, 	 3.088, 	 3.141, 	 13.932, 	 137.249, 	 111.505

9, 	 384,	 0.51560,	 12.123, 	 134.207, 	 97.573, 	 0.078, 	 2.912, 	 2.990, 	 13.898, 	 137.198, 	 111.470
9, 	 384,	 0.51507,	 12.123, 	 134.173, 	 97.573, 	 0.065, 	 2.969, 	 3.033, 	 14.105, 	 137.206, 	 111.678
9, 	 384,	 0.51454,	 12.123, 	 134.145, 	 97.573, 	 0.053, 	 3.026, 	 3.079, 	 14.312, 	 137.224, 	 111.885

9, 	 384,	 0.51719,	 12.234, 	 134.351, 	 97.573, 	 0.074, 	 2.907, 	 2.981, 	 14.275, 	 137.332, 	 111.848
9, 	 384,	 0.51666,	 12.234, 	 134.297, 	 97.573, 	 0.062, 	 2.982, 	 3.043, 	 14.482, 	 137.340, 	 112.055
9, 	 384,	 0.51613,	 12.234, 	 134.249, 	 97.573, 	 0.051, 	 3.023, 	 3.074, 	 14.690, 	 137.323, 	 112.263
9, 	 384,	 0.51560,	 12.234, 	 134.207, 	 97.573, 	 0.043, 	 3.119, 	 3.162, 	 14.897, 	 137.369, 	 112.470
9, 	 384,	 0.51507,	 12.234, 	 134.173, 	 97.573, 	 0.035, 	 3.105, 	 3.140, 	 15.105, 	 137.313, 	 112.678
9, 	 384,	 0.51454,	 12.234, 	 134.145, 	 97.573, 	 0.029, 	 3.260, 	 3.289, 	 15.312, 	 137.435, 	 112.885
9, 	 384,	 0.51401,	 12.234, 	 134.125, 	 97.573, 	 0.024, 	 3.253, 	 3.277, 	 15.519, 	 137.402, 	 113.092

9, 	 384,	 0.51666,	 12.345, 	 134.297, 	 97.573, 	 0.034, 	 3.150, 	 3.184, 	 15.482, 	 137.481, 	 113.055
9, 	 384,	 0.51613,	 12.345, 	 134.249, 	 97.573, 	 0.028, 	 3.186, 	 3.214, 	 15.690, 	 137.463, 	 113.263
9, 	 384,	 0.51560,	 12.345, 	 134.207, 	 97.573, 	 0.023, 	 3.231, 	 3.254, 	 15.897, 	 137.461, 	 113.470
9, 	 384,	 0.51507,	 12.345, 	 134.173, 	 97.573, 	 0.019, 	 3.329, 	 3.348, 	 16.105, 	 137.521, 	 113.678
9, 	 384,	 0.51454,	 12.345, 	 134.145, 	 97.573, 	 0.016, 	 3.434, 	 3.449, 	 16.312, 	 137.595, 	 113.885

9, 	 384,	 0.51719,	 12.456, 	 134.351, 	 97.573, 	 0.022, 	 3.263, 	 3.285, 	 16.275, 	 137.636, 	 113.848
9, 	 384,	 0.51666,	 12.456, 	 134.297, 	 97.573, 	 0.018, 	 3.249, 	 3.268, 	 16.482, 	 137.564, 	 114.055
9, 	 384,	 0.51613,	 12.456, 	 134.249, 	 97.573, 	 0.015, 	 3.318, 	 3.333, 	 16.690, 	 137.582, 	 114.263
9, 	 384,	 0.51560,	 12.456, 	 134.207, 	 97.573, 	 0.013, 	 3.424, 	 3.437, 	 16.897, 	 137.644, 	 114.470

9, 	 384,	 0.51825,	 12.568, 	 134.476, 	 97.573, 	 0.017, 	 3.290, 	 3.307, 	 16.859, 	 137.783, 	 114.432
9, 	 384,	 0.51772,	 12.568, 	 134.411, 	 97.573, 	 0.014, 	 3.317, 	 3.331, 	 17.067, 	 137.742, 	 114.640
9, 	 384,	 0.51719,	 12.568, 	 134.351, 	 97.573, 	 0.012, 	 3.422, 	 3.434, 	 17.275, 	 137.785, 	 114.848
9, 	 384,	 0.51666,	 12.568, 	 134.297, 	 97.573, 	 0.010, 	 3.490, 	 3.500, 	 17.482, 	 137.797, 	 115.055

9, 	 384,	 0.51931,	 12.679, 	 134.621, 	 97.573, 	 0.013, 	 3.481, 	 3.494, 	 17.442, 	 138.115, 	 115.015
9, 	 384,	 0.51878,	 12.679, 	 134.546, 	 97.573, 	 0.011, 	 3.531, 	 3.542, 	 17.650, 	 138.088, 	 115.223
9, 	 384,	 0.51825,	 12.679, 	 134.476, 	 97.573, 	 0.009, 	 3.546, 	 3.555, 	 17.859, 	 138.031, 	 115.432
9, 	 384,	 0.51772,	 12.679, 	 134.411, 	 97.573, 	 0.008, 	 3.553, 	 3.561, 	 18.067, 	 137.972, 	 115.640
9, 	 384,	 0.51719,	 12.679, 	 134.351, 	 97.573, 	 0.006, 	 3.583, 	 3.590, 	 18.275, 	 137.940, 	 115.848
9, 	 384,	 0.51666,	 12.679, 	 134.297, 	 97.573, 	 0.005, 	 3.633, 	 3.639, 	 18.482, 	 137.935, 	 116.055
9, 	 384,	 0.51613,	 12.679, 	 134.249, 	 97.573, 	 0.004, 	 3.781, 	 3.785, 	 18.690, 	 138.034, 	 116.263
9, 	 384,	 0.51560,	 12.679, 	 134.207, 	 97.573, 	 0.004, 	 3.700, 	 3.704, 	 18.897, 	 137.911, 	 116.470
