m, 	 n, 	 a, 		 B, 		 Tb, 		 Mb, 		 COx, 		 POx, 		 TOx, 		 MOx, 		 Tt, 		 Mt
9, 	 384,	 0.50163,	 9.123, 	 135.307, 	 97.573, 	 10.644, 	 1.012, 	 11.655, 	 0.007, 	 146.962, 	 97.579
9, 	 384,	 0.49341,	 9.123, 	 136.749, 	 97.573, 	 4.702, 	 1.295, 	 5.997, 	 0.053, 	 142.746, 	 97.626
9, 	 384,	 0.49286,	 9.123, 	 136.848, 	 97.573, 	 4.319, 	 1.327, 	 5.646, 	 0.061, 	 142.494, 	 97.634
9, 	 384,	 0.49231,	 9.123, 	 136.948, 	 97.573, 	 3.942, 	 1.317, 	 5.259, 	 0.070, 	 142.207, 	 97.642
9, 	 384,	 0.49176,	 9.123, 	 137.047, 	 97.573, 	 3.573, 	 1.351, 	 4.923, 	 0.080, 	 141.971, 	 97.652
9, 	 384,	 0.49120,	 9.123, 	 137.147, 	 97.573, 	 3.211, 	 1.364, 	 4.576, 	 0.091, 	 141.722, 	 97.664
9, 	 384,	 0.49065,	 9.123, 	 137.247, 	 97.573, 	 2.861, 	 1.347, 	 4.208, 	 0.104, 	 141.454, 	 97.677
9, 	 384,	 0.49009,	 9.123, 	 137.346, 	 97.573, 	 2.524, 	 1.409, 	 3.933, 	 0.119, 	 141.280, 	 97.692
9, 	 384,	 0.48954,	 9.123, 	 137.446, 	 97.573, 	 2.203, 	 1.472, 	 3.676, 	 0.136, 	 141.122, 	 97.709
9, 	 384,	 0.48898,	 9.123, 	 137.546, 	 97.573, 	 1.901, 	 1.448, 	 3.350, 	 0.155, 	 140.896, 	 97.728
9, 	 384,	 0.48842,	 9.123, 	 137.646, 	 97.573, 	 1.621, 	 1.461, 	 3.083, 	 0.176, 	 140.729, 	 97.749
9, 	 384,	 0.48787,	 9.123, 	 137.746, 	 97.573, 	 1.365, 	 1.516, 	 2.881, 	 0.201, 	 140.627, 	 97.774
9, 	 384,	 0.48731,	 9.123, 	 137.846, 	 97.573, 	 1.135, 	 1.521, 	 2.656, 	 0.228, 	 140.503, 	 97.801
9, 	 384,	 0.48675,	 9.123, 	 137.947, 	 97.573, 	 0.933, 	 1.539, 	 2.472, 	 0.259, 	 140.418, 	 97.832
9, 	 384,	 0.48619,	 9.123, 	 138.047, 	 97.573, 	 0.757, 	 1.600, 	 2.357, 	 0.293, 	 140.404, 	 97.866
9, 	 384,	 0.48563,	 9.123, 	 138.147, 	 97.573, 	 0.608, 	 1.634, 	 2.242, 	 0.332, 	 140.389, 	 97.905
9, 	 384,	 0.48507,	 9.123, 	 138.247, 	 97.573, 	 0.484, 	 1.642, 	 2.126, 	 0.375, 	 140.373, 	 97.948
9, 	 384,	 0.48451,	 9.123, 	 138.348, 	 97.573, 	 0.382, 	 1.641, 	 2.023, 	 0.423, 	 140.371, 	 97.996
9, 	 384,	 0.48395,	 9.123, 	 138.448, 	 97.573, 	 0.299, 	 1.653, 	 1.952, 	 0.476, 	 140.400, 	 98.048
9, 	 384,	 0.48339,	 9.123, 	 138.548, 	 97.573, 	 0.233, 	 1.633, 	 1.865, 	 0.534, 	 140.414, 	 98.107

9, 	 384,	 0.50326,	 9.234, 	 135.041, 	 97.573, 	 10.941, 	 1.031, 	 11.971, 	 0.009, 	 147.013, 	 97.581
9, 	 384,	 0.50272,	 9.234, 	 135.128, 	 97.573, 	 10.547, 	 1.027, 	 11.574, 	 0.010, 	 146.702, 	 97.583
9, 	 384,	 0.50218,	 9.234, 	 135.217, 	 97.573, 	 10.152, 	 1.069, 	 11.221, 	 0.011, 	 146.438, 	 97.584
9, 	 384,	 0.50163,	 9.234, 	 135.307, 	 97.573, 	 9.755, 	 1.035, 	 10.790, 	 0.013, 	 146.097, 	 97.586
9, 	 384,	 0.50109,	 9.234, 	 135.398, 	 97.573, 	 9.359, 	 1.082, 	 10.440, 	 0.015, 	 145.839, 	 97.588
9, 	 384,	 0.50055,	 9.234, 	 135.490, 	 97.573, 	 8.961, 	 1.112, 	 10.073, 	 0.017, 	 145.564, 	 97.590
9, 	 384,	 0.50000,	 9.234, 	 135.584, 	 97.573, 	 8.563, 	 1.126, 	 9.689, 	 0.020, 	 145.273, 	 97.593
9, 	 384,	 0.49945,	 9.234, 	 135.678, 	 97.573, 	 8.165, 	 1.133, 	 9.298, 	 0.023, 	 144.976, 	 97.596
9, 	 384,	 0.49891,	 9.234, 	 135.773, 	 97.573, 	 7.767, 	 1.144, 	 8.911, 	 0.026, 	 144.684, 	 97.599
9, 	 384,	 0.49836,	 9.234, 	 135.869, 	 97.573, 	 7.369, 	 1.190, 	 8.559, 	 0.030, 	 144.428, 	 97.603
9, 	 384,	 0.49781,	 9.234, 	 135.965, 	 97.573, 	 6.971, 	 1.160, 	 8.131, 	 0.035, 	 144.096, 	 97.608
9, 	 384,	 0.49727,	 9.234, 	 136.062, 	 97.573, 	 6.574, 	 1.210, 	 7.785, 	 0.040, 	 143.847, 	 97.613
9, 	 384,	 0.49672,	 9.234, 	 136.159, 	 97.573, 	 6.179, 	 1.246, 	 7.425, 	 0.046, 	 143.584, 	 97.619
9, 	 384,	 0.49617,	 9.234, 	 136.257, 	 97.573, 	 5.784, 	 1.251, 	 7.035, 	 0.053, 	 143.292, 	 97.626
9, 	 384,	 0.49562,	 9.234, 	 136.355, 	 97.573, 	 5.392, 	 1.272, 	 6.664, 	 0.061, 	 143.019, 	 97.633
9, 	 384,	 0.49507,	 9.234, 	 136.453, 	 97.573, 	 5.003, 	 1.264, 	 6.267, 	 0.069, 	 142.720, 	 97.642
9, 	 384,	 0.49452,	 9.234, 	 136.552, 	 97.573, 	 4.617, 	 1.318, 	 5.934, 	 0.080, 	 142.486, 	 97.652
9, 	 384,	 0.49397,	 9.234, 	 136.650, 	 97.573, 	 4.235, 	 1.335, 	 5.570, 	 0.091, 	 142.220, 	 97.664
9, 	 384,	 0.49341,	 9.234, 	 136.749, 	 97.573, 	 3.859, 	 1.383, 	 5.242, 	 0.104, 	 141.992, 	 97.677
9, 	 384,	 0.49286,	 9.234, 	 136.848, 	 97.573, 	 3.491, 	 1.397, 	 4.888, 	 0.119, 	 141.736, 	 97.692
9, 	 384,	 0.49231,	 9.234, 	 136.948, 	 97.573, 	 3.131, 	 1.416, 	 4.547, 	 0.136, 	 141.495, 	 97.709
9, 	 384,	 0.49176,	 9.234, 	 137.047, 	 97.573, 	 2.783, 	 1.406, 	 4.190, 	 0.155, 	 141.237, 	 97.728
9, 	 384,	 0.49120,	 9.234, 	 137.147, 	 97.573, 	 2.449, 	 1.443, 	 3.893, 	 0.177, 	 141.039, 	 97.750
9, 	 384,	 0.49065,	 9.234, 	 137.247, 	 97.573, 	 2.132, 	 1.437, 	 3.569, 	 0.201, 	 140.815, 	 97.774
9, 	 384,	 0.49009,	 9.234, 	 137.346, 	 97.573, 	 1.835, 	 1.482, 	 3.317, 	 0.229, 	 140.663, 	 97.802
9, 	 384,	 0.48954,	 9.234, 	 137.446, 	 97.573, 	 1.559, 	 1.542, 	 3.101, 	 0.260, 	 140.548, 	 97.833
9, 	 384,	 0.48898,	 9.234, 	 137.546, 	 97.573, 	 1.309, 	 1.516, 	 2.825, 	 0.295, 	 140.371, 	 97.868
9, 	 384,	 0.48842,	 9.234, 	 137.646, 	 97.573, 	 1.085, 	 1.528, 	 2.612, 	 0.334, 	 140.259, 	 97.906
9, 	 384,	 0.48787,	 9.234, 	 137.746, 	 97.573, 	 0.888, 	 1.544, 	 2.433, 	 0.377, 	 140.179, 	 97.950
9, 	 384,	 0.48731,	 9.234, 	 137.846, 	 97.573, 	 0.719, 	 1.585, 	 2.304, 	 0.425, 	 140.151, 	 97.998
9, 	 384,	 0.48675,	 9.234, 	 137.947, 	 97.573, 	 0.576, 	 1.641, 	 2.218, 	 0.478, 	 140.164, 	 98.051
9, 	 384,	 0.48619,	 9.234, 	 138.047, 	 97.573, 	 0.457, 	 1.666, 	 2.123, 	 0.537, 	 140.170, 	 98.110

9, 	 384,	 0.49065,	 9.345, 	 137.247, 	 97.573, 	 1.499, 	 1.560, 	 3.059, 	 0.378, 	 140.306, 	 97.951
9, 	 384,	 0.49009,	 9.345, 	 137.346, 	 97.573, 	 1.255, 	 1.600, 	 2.855, 	 0.426, 	 140.201, 	 97.999
9, 	 384,	 0.48954,	 9.345, 	 137.446, 	 97.573, 	 1.037, 	 1.599, 	 2.636, 	 0.480, 	 140.082, 	 98.053
9, 	 384,	 0.48898,	 9.345, 	 137.546, 	 97.573, 	 0.846, 	 1.621, 	 2.467, 	 0.539, 	 140.013, 	 98.112
9, 	 384,	 0.48842,	 9.345, 	 137.646, 	 97.573, 	 0.683, 	 1.631, 	 2.314, 	 0.604, 	 139.960, 	 98.177
9, 	 384,	 0.48787,	 9.345, 	 137.746, 	 97.573, 	 0.546, 	 1.649, 	 2.195, 	 0.676, 	 139.941, 	 98.248
9, 	 384,	 0.48731,	 9.345, 	 137.846, 	 97.573, 	 0.432, 	 1.693, 	 2.125, 	 0.753, 	 139.972, 	 98.326
9, 	 384,	 0.48675,	 9.345, 	 137.947, 	 97.573, 	 0.339, 	 1.716, 	 2.056, 	 0.837, 	 140.002, 	 98.410

9, 	 384,	 0.49120,	 9.456, 	 137.147, 	 97.573, 	 1.202, 	 1.598, 	 2.800, 	 0.605, 	 139.947, 	 98.178
9, 	 384,	 0.49065,	 9.456, 	 137.247, 	 97.573, 	 0.990, 	 1.632, 	 2.623, 	 0.677, 	 139.869, 	 98.250
9, 	 384,	 0.49009,	 9.456, 	 137.346, 	 97.573, 	 0.806, 	 1.700, 	 2.506, 	 0.755, 	 139.852, 	 98.328
9, 	 384,	 0.48954,	 9.456, 	 137.446, 	 97.573, 	 0.649, 	 1.680, 	 2.328, 	 0.840, 	 139.775, 	 98.412
9, 	 384,	 0.48898,	 9.456, 	 137.546, 	 97.573, 	 0.517, 	 1.704, 	 2.220, 	 0.931, 	 139.767, 	 98.504
9, 	 384,	 0.48842,	 9.456, 	 137.646, 	 97.573, 	 0.408, 	 1.776, 	 2.184, 	 1.029, 	 139.830, 	 98.602
9, 	 384,	 0.48787,	 9.456, 	 137.746, 	 97.573, 	 0.320, 	 1.750, 	 2.070, 	 1.134, 	 139.817, 	 98.707

9, 	 384,	 0.49286,	 9.568, 	 136.848, 	 97.573, 	 1.386, 	 1.619, 	 3.005, 	 0.755, 	 139.853, 	 98.328
9, 	 384,	 0.49231,	 9.568, 	 136.948, 	 97.573, 	 1.152, 	 1.706, 	 2.858, 	 0.840, 	 139.806, 	 98.413
9, 	 384,	 0.49176,	 9.568, 	 137.047, 	 97.573, 	 0.946, 	 1.678, 	 2.624, 	 0.932, 	 139.671, 	 98.505
9, 	 384,	 0.49120,	 9.568, 	 137.147, 	 97.573, 	 0.768, 	 1.729, 	 2.497, 	 1.031, 	 139.644, 	 98.603
9, 	 384,	 0.49065,	 9.568, 	 137.247, 	 97.573, 	 0.616, 	 1.715, 	 2.332, 	 1.136, 	 139.578, 	 98.709
9, 	 384,	 0.49009,	 9.568, 	 137.346, 	 97.573, 	 0.490, 	 1.745, 	 2.235, 	 1.248, 	 139.582, 	 98.821
9, 	 384,	 0.48954,	 9.568, 	 137.446, 	 97.573, 	 0.386, 	 1.842, 	 2.228, 	 1.367, 	 139.674, 	 98.940

9, 	 384,	 0.49341,	 9.679, 	 136.749, 	 97.573, 	 1.104, 	 1.712, 	 2.816, 	 1.136, 	 139.565, 	 98.709
9, 	 384,	 0.49286,	 9.679, 	 136.848, 	 97.573, 	 0.904, 	 1.724, 	 2.628, 	 1.248, 	 139.476, 	 98.821
9, 	 384,	 0.49231,	 9.679, 	 136.948, 	 97.573, 	 0.731, 	 1.754, 	 2.485, 	 1.368, 	 139.433, 	 98.940
9, 	 384,	 0.49176,	 9.679, 	 137.047, 	 97.573, 	 0.585, 	 1.767, 	 2.353, 	 1.493, 	 139.400, 	 99.066
9, 	 384,	 0.49120,	 9.679, 	 137.147, 	 97.573, 	 0.464, 	 1.797, 	 2.261, 	 1.626, 	 139.408, 	 99.198
9, 	 384,	 0.49065,	 9.679, 	 137.247, 	 97.573, 	 0.365, 	 1.842, 	 2.207, 	 1.763, 	 139.453, 	 99.336

9, 	 384,	 0.49507,	 9.790, 	 136.453, 	 97.573, 	 1.279, 	 1.725, 	 3.004, 	 1.366, 	 139.457, 	 98.939
9, 	 384,	 0.49452,	 9.790, 	 136.552, 	 97.573, 	 1.057, 	 1.719, 	 2.777, 	 1.492, 	 139.328, 	 99.065
9, 	 384,	 0.49397,	 9.790, 	 136.650, 	 97.573, 	 0.863, 	 1.764, 	 2.627, 	 1.625, 	 139.277, 	 99.197
9, 	 384,	 0.49341,	 9.790, 	 136.749, 	 97.573, 	 0.697, 	 1.773, 	 2.469, 	 1.763, 	 139.218, 	 99.336
9, 	 384,	 0.49286,	 9.790, 	 136.848, 	 97.573, 	 0.556, 	 1.791, 	 2.347, 	 1.907, 	 139.196, 	 99.480
9, 	 384,	 0.49231,	 9.790, 	 136.948, 	 97.573, 	 0.440, 	 1.814, 	 2.254, 	 2.057, 	 139.202, 	 99.630
9, 	 384,	 0.49176,	 9.790, 	 137.047, 	 97.573, 	 0.345, 	 1.847, 	 2.192, 	 2.211, 	 139.239, 	 99.784

9, 	 384,	 0.49617,	 9.901, 	 136.257, 	 97.573, 	 1.228, 	 1.788, 	 3.016, 	 1.760, 	 139.272, 	 99.333
9, 	 384,	 0.49562,	 9.901, 	 136.355, 	 97.573, 	 1.012, 	 1.856, 	 2.868, 	 1.905, 	 139.223, 	 99.477
9, 	 384,	 0.49507,	 9.901, 	 136.453, 	 97.573, 	 0.824, 	 1.768, 	 2.592, 	 2.055, 	 139.045, 	 99.628
9, 	 384,	 0.49452,	 9.901, 	 136.552, 	 97.573, 	 0.663, 	 1.841, 	 2.505, 	 2.210, 	 139.056, 	 99.783
9, 	 384,	 0.49397,	 9.901, 	 136.650, 	 97.573, 	 0.528, 	 1.832, 	 2.360, 	 2.369, 	 139.011, 	 99.942
9, 	 384,	 0.49341,	 9.901, 	 136.749, 	 97.573, 	 0.417, 	 1.883, 	 2.300, 	 2.533, 	 139.049, 	 100.106
9, 	 384,	 0.49286,	 9.901, 	 136.848, 	 97.573, 	 0.327, 	 1.930, 	 2.256, 	 2.701, 	 139.105, 	 100.274

9, 	 384,	 0.49672,	 10.012, 	 136.159, 	 97.573, 	 0.969, 	 1.861, 	 2.829, 	 2.365, 	 138.988, 	 99.938
9, 	 384,	 0.49617,	 10.012, 	 136.257, 	 97.573, 	 0.787, 	 1.822, 	 2.608, 	 2.529, 	 138.865, 	 100.102
9, 	 384,	 0.49562,	 10.012, 	 136.355, 	 97.573, 	 0.631, 	 1.935, 	 2.566, 	 2.698, 	 138.921, 	 100.271
9, 	 384,	 0.49507,	 10.012, 	 136.453, 	 97.573, 	 0.502, 	 1.892, 	 2.394, 	 2.870, 	 138.847, 	 100.443
9, 	 384,	 0.49452,	 10.012, 	 136.552, 	 97.573, 	 0.395, 	 1.953, 	 2.348, 	 3.045, 	 138.900, 	 100.618
9, 	 384,	 0.49397,	 10.012, 	 136.650, 	 97.573, 	 0.309, 	 2.021, 	 2.330, 	 3.223, 	 138.980, 	 100.795

9, 	 384,	 0.49836,	 10.123, 	 135.869, 	 97.573, 	 1.130, 	 1.834, 	 2.964, 	 2.691, 	 138.833, 	 100.264
9, 	 384,	 0.49781,	 10.123, 	 135.965, 	 97.573, 	 0.926, 	 1.887, 	 2.813, 	 2.863, 	 138.778, 	 100.436
9, 	 384,	 0.49727,	 10.123, 	 136.062, 	 97.573, 	 0.750, 	 1.829, 	 2.579, 	 3.039, 	 138.641, 	 100.612
9, 	 384,	 0.49672,	 10.123, 	 136.159, 	 97.573, 	 0.601, 	 1.942, 	 2.543, 	 3.218, 	 138.702, 	 100.790
9, 	 384,	 0.49617,	 10.123, 	 136.257, 	 97.573, 	 0.477, 	 1.903, 	 2.380, 	 3.399, 	 138.636, 	 100.972
9, 	 384,	 0.49562,	 10.123, 	 136.355, 	 97.573, 	 0.375, 	 2.006, 	 2.381, 	 3.582, 	 138.736, 	 101.155
9, 	 384,	 0.49507,	 10.123, 	 136.453, 	 97.573, 	 0.292, 	 2.024, 	 2.316, 	 3.767, 	 138.769, 	 101.340

9, 	 384,	 0.50000,	 10.234, 	 135.584, 	 97.573, 	 1.307, 	 1.910, 	 3.216, 	 3.030, 	 138.800, 	 100.603
9, 	 384,	 0.49945,	 10.234, 	 135.678, 	 97.573, 	 1.082, 	 1.940, 	 3.022, 	 3.209, 	 138.700, 	 100.782
9, 	 384,	 0.49891,	 10.234, 	 135.773, 	 97.573, 	 0.885, 	 1.868, 	 2.753, 	 3.391, 	 138.526, 	 100.963
9, 	 384,	 0.49836,	 10.234, 	 135.869, 	 97.573, 	 0.715, 	 1.977, 	 2.692, 	 3.575, 	 138.561, 	 101.147
9, 	 384,	 0.49781,	 10.234, 	 135.965, 	 97.573, 	 0.572, 	 1.957, 	 2.528, 	 3.761, 	 138.493, 	 101.334
9, 	 384,	 0.49727,	 10.234, 	 136.062, 	 97.573, 	 0.452, 	 2.005, 	 2.457, 	 3.949, 	 138.519, 	 101.521
9, 	 384,	 0.49672,	 10.234, 	 136.159, 	 97.573, 	 0.355, 	 2.030, 	 2.386, 	 4.138, 	 138.545, 	 101.711

9, 	 384,	 0.50055,	 10.345, 	 135.490, 	 97.573, 	 1.035, 	 1.927, 	 2.962, 	 3.750, 	 138.452, 	 101.323
9, 	 384,	 0.50000,	 10.345, 	 135.584, 	 97.573, 	 0.845, 	 1.980, 	 2.825, 	 3.939, 	 138.409, 	 101.511
9, 	 384,	 0.49945,	 10.345, 	 135.678, 	 97.573, 	 0.681, 	 1.971, 	 2.652, 	 4.129, 	 138.330, 	 101.702
9, 	 384,	 0.49891,	 10.345, 	 135.773, 	 97.573, 	 0.543, 	 2.022, 	 2.565, 	 4.320, 	 138.338, 	 101.893
9, 	 384,	 0.49836,	 10.345, 	 135.869, 	 97.573, 	 0.429, 	 2.030, 	 2.459, 	 4.513, 	 138.328, 	 102.086
9, 	 384,	 0.49781,	 10.345, 	 135.965, 	 97.573, 	 0.336, 	 2.054, 	 2.390, 	 4.706, 	 138.356, 	 102.279
9, 	 384,	 0.49727,	 10.345, 	 136.062, 	 97.573, 	 0.262, 	 2.051, 	 2.312, 	 4.901, 	 138.374, 	 102.474

9, 	 384,	 0.50218,	 10.456, 	 135.217, 	 97.573, 	 1.198, 	 1.948, 	 3.146, 	 4.115, 	 138.363, 	 101.688
9, 	 384,	 0.50163,	 10.456, 	 135.307, 	 97.573, 	 0.988, 	 1.972, 	 2.960, 	 4.308, 	 138.267, 	 101.880
9, 	 384,	 0.50109,	 10.456, 	 135.398, 	 97.573, 	 0.805, 	 1.971, 	 2.776, 	 4.501, 	 138.174, 	 102.074
9, 	 384,	 0.50055,	 10.456, 	 135.490, 	 97.573, 	 0.648, 	 2.056, 	 2.703, 	 4.695, 	 138.194, 	 102.268
9, 	 384,	 0.50000,	 10.456, 	 135.584, 	 97.573, 	 0.516, 	 2.079, 	 2.595, 	 4.891, 	 138.179, 	 102.464

9, 	 384,	 0.50381,	 10.568, 	 134.956, 	 97.573, 	 1.371, 	 1.914, 	 3.285, 	 4.485, 	 138.241, 	 102.058
9, 	 384,	 0.50326,	 10.568, 	 135.041, 	 97.573, 	 1.143, 	 2.018, 	 3.161, 	 4.680, 	 138.203, 	 102.253
9, 	 384,	 0.50272,	 10.568, 	 135.128, 	 97.573, 	 0.941, 	 2.056, 	 2.997, 	 4.876, 	 138.125, 	 102.449
9, 	 384,	 0.50218,	 10.568, 	 135.217, 	 97.573, 	 0.765, 	 1.996, 	 2.760, 	 5.073, 	 137.977, 	 102.646
9, 	 384,	 0.50163,	 10.568, 	 135.307, 	 97.573, 	 0.615, 	 2.075, 	 2.690, 	 5.271, 	 137.997, 	 102.844
9, 	 384,	 0.50109,	 10.568, 	 135.398, 	 97.573, 	 0.489, 	 2.151, 	 2.640, 	 5.469, 	 138.038, 	 103.042

9, 	 384,	 0.50543,	 10.679, 	 134.715, 	 97.573, 	 1.548, 	 1.988, 	 3.535, 	 4.858, 	 138.250, 	 102.431
9, 	 384,	 0.50489,	 10.679, 	 134.793, 	 97.573, 	 1.305, 	 2.022, 	 3.327, 	 5.056, 	 138.120, 	 102.628
9, 	 384,	 0.50435,	 10.679, 	 134.873, 	 97.573, 	 1.086, 	 2.014, 	 3.100, 	 5.254, 	 137.974, 	 102.827
9, 	 384,	 0.50381,	 10.679, 	 134.956, 	 97.573, 	 0.893, 	 2.032, 	 2.925, 	 5.453, 	 137.882, 	 103.025
9, 	 384,	 0.50326,	 10.679, 	 135.041, 	 97.573, 	 0.725, 	 2.054, 	 2.779, 	 5.652, 	 137.820, 	 103.225
9, 	 384,	 0.50272,	 10.679, 	 135.128, 	 97.573, 	 0.582, 	 2.086, 	 2.668, 	 5.852, 	 137.796, 	 103.424
9, 	 384,	 0.50218,	 10.679, 	 135.217, 	 97.573, 	 0.462, 	 2.203, 	 2.665, 	 6.052, 	 137.882, 	 103.624
9, 	 384,	 0.50163,	 10.679, 	 135.307, 	 97.573, 	 0.364, 	 2.174, 	 2.538, 	 6.252, 	 137.845, 	 103.825

9, 	 384,	 0.50651,	 10.790, 	 134.568, 	 97.573, 	 1.467, 	 2.005, 	 3.473, 	 5.432, 	 138.041, 	 103.005
9, 	 384,	 0.50597,	 10.790, 	 134.640, 	 97.573, 	 1.236, 	 2.054, 	 3.290, 	 5.632, 	 137.930, 	 103.205
9, 	 384,	 0.50543,	 10.790, 	 134.715, 	 97.573, 	 1.028, 	 2.058, 	 3.085, 	 5.833, 	 137.800, 	 103.406
9, 	 384,	 0.50489,	 10.790, 	 134.793, 	 97.573, 	 0.844, 	 2.104, 	 2.947, 	 6.034, 	 137.740, 	 103.607
9, 	 384,	 0.50435,	 10.790, 	 134.873, 	 97.573, 	 0.684, 	 2.134, 	 2.818, 	 6.235, 	 137.692, 	 103.808
9, 	 384,	 0.50381,	 10.790, 	 134.956, 	 97.573, 	 0.549, 	 2.213, 	 2.761, 	 6.436, 	 137.718, 	 104.009
9, 	 384,	 0.50326,	 10.790, 	 135.041, 	 97.573, 	 0.436, 	 2.225, 	 2.660, 	 6.638, 	 137.702, 	 104.210

9, 	 384,	 0.50705,	 10.901, 	 134.501, 	 97.573, 	 1.163, 	 2.114, 	 3.276, 	 6.214, 	 137.777, 	 103.786
9, 	 384,	 0.50651,	 10.901, 	 134.568, 	 97.573, 	 0.966, 	 2.147, 	 3.112, 	 6.416, 	 137.681, 	 103.988
9, 	 384,	 0.50597,	 10.901, 	 134.640, 	 97.573, 	 0.792, 	 2.184, 	 2.976, 	 6.618, 	 137.616, 	 104.191
9, 	 384,	 0.50543,	 10.901, 	 134.715, 	 97.573, 	 0.642, 	 2.195, 	 2.837, 	 6.820, 	 137.552, 	 104.393
9, 	 384,	 0.50489,	 10.901, 	 134.793, 	 97.573, 	 0.515, 	 2.227, 	 2.742, 	 7.023, 	 137.535, 	 104.596
9, 	 384,	 0.50435,	 10.901, 	 134.873, 	 97.573, 	 0.409, 	 2.245, 	 2.654, 	 7.225, 	 137.527, 	 104.798
9, 	 384,	 0.50381,	 10.901, 	 134.956, 	 97.573, 	 0.322, 	 2.358, 	 2.680, 	 7.428, 	 137.636, 	 105.001
9, 	 384,	 0.50326,	 10.901, 	 135.041, 	 97.573, 	 0.251, 	 2.310, 	 2.562, 	 7.630, 	 137.603, 	 105.203

9, 	 384,	 0.50813,	 11.012, 	 134.377, 	 97.573, 	 1.084, 	 2.137, 	 3.221, 	 6.797, 	 137.599, 	 104.370
9, 	 384,	 0.50759,	 11.012, 	 134.437, 	 97.573, 	 0.901, 	 2.216, 	 3.117, 	 7.000, 	 137.553, 	 104.573
9, 	 384,	 0.50705,	 11.012, 	 134.501, 	 97.573, 	 0.739, 	 2.194, 	 2.933, 	 7.204, 	 137.433, 	 104.777
9, 	 384,	 0.50651,	 11.012, 	 134.568, 	 97.573, 	 0.599, 	 2.255, 	 2.854, 	 7.407, 	 137.422, 	 104.980
9, 	 384,	 0.50597,	 11.012, 	 134.640, 	 97.573, 	 0.481, 	 2.289, 	 2.770, 	 7.610, 	 137.410, 	 105.183
9, 	 384,	 0.50543,	 11.012, 	 134.715, 	 97.573, 	 0.382, 	 2.307, 	 2.689, 	 7.814, 	 137.404, 	 105.387
9, 	 384,	 0.50489,	 11.012, 	 134.793, 	 97.573, 	 0.301, 	 2.397, 	 2.697, 	 8.017, 	 137.490, 	 105.590
9, 	 384,	 0.50435,	 11.012, 	 134.873, 	 97.573, 	 0.235, 	 2.414, 	 2.649, 	 8.220, 	 137.523, 	 105.793

9, 	 384,	 0.50974,	 11.123, 	 134.230, 	 97.573, 	 1.189, 	 2.181, 	 3.370, 	 7.178, 	 137.600, 	 104.751
9, 	 384,	 0.50920,	 11.123, 	 134.274, 	 97.573, 	 1.000, 	 2.209, 	 3.210, 	 7.382, 	 137.483, 	 104.955
9, 	 384,	 0.50866,	 11.123, 	 134.323, 	 97.573, 	 0.831, 	 2.180, 	 3.011, 	 7.587, 	 137.334, 	 105.159
9, 	 384,	 0.50813,	 11.123, 	 134.377, 	 97.573, 	 0.683, 	 2.284, 	 2.967, 	 7.791, 	 137.344, 	 105.364
