m, 	 n, 	 a, 		 B, 		 Tb, 		 Mb, 		 COx, 		 POx, 		 TOx, 		 MOx, 		 Tt, 		 Mt
8, 	 384,	 0.50163,	 10.264, 	 135.307, 	 97.573, 	 11.614, 	 0.778, 	 12.392, 	 0.007, 	 147.699, 	 97.579
8, 	 384,	 0.48954,	 10.639, 	 137.446, 	 97.573, 	 1.101, 	 1.363, 	 2.464, 	 0.840, 	 139.910, 	 98.412
8, 	 384,	 0.48898,	 10.639, 	 137.546, 	 97.573, 	 0.902, 	 1.402, 	 2.305, 	 0.931, 	 139.851, 	 98.504
8, 	 384,	 0.48842,	 10.639, 	 137.646, 	 97.573, 	 0.731, 	 1.402, 	 2.133, 	 1.029, 	 139.779, 	 98.602
8, 	 384,	 0.48787,	 10.639, 	 137.746, 	 97.573, 	 0.586, 	 1.426, 	 2.011, 	 1.134, 	 139.758, 	 98.707
8, 	 384,	 0.48731,	 10.639, 	 137.846, 	 97.573, 	 0.465, 	 1.459, 	 1.923, 	 1.245, 	 139.770, 	 98.818
8, 	 384,	 0.48675,	 10.639, 	 137.947, 	 97.573, 	 0.366, 	 1.490, 	 1.856, 	 1.363, 	 139.802, 	 98.936

8, 	 384,	 0.49120,	 10.764, 	 137.147, 	 97.573, 	 1.282, 	 1.342, 	 2.623, 	 1.031, 	 139.770, 	 98.603
8, 	 384,	 0.49065,	 10.764, 	 137.247, 	 97.573, 	 1.060, 	 1.386, 	 2.446, 	 1.136, 	 139.692, 	 98.709
8, 	 384,	 0.49009,	 10.764, 	 137.346, 	 97.573, 	 0.866, 	 1.382, 	 2.249, 	 1.248, 	 139.595, 	 98.821
8, 	 384,	 0.48954,	 10.764, 	 137.446, 	 97.573, 	 0.700, 	 1.460, 	 2.160, 	 1.367, 	 139.606, 	 98.940
8, 	 384,	 0.48898,	 10.764, 	 137.546, 	 97.573, 	 0.560, 	 1.474, 	 2.034, 	 1.492, 	 139.580, 	 99.065
8, 	 384,	 0.48842,	 10.764, 	 137.646, 	 97.573, 	 0.443, 	 1.485, 	 1.928, 	 1.623, 	 139.575, 	 99.196
8, 	 384,	 0.48787,	 10.764, 	 137.746, 	 97.573, 	 0.348, 	 1.492, 	 1.841, 	 1.761, 	 139.587, 	 99.334
8, 	 384,	 0.48731,	 10.764, 	 137.846, 	 97.573, 	 0.272, 	 1.533, 	 1.805, 	 1.904, 	 139.652, 	 99.476

8, 	 384,	 0.49286,	 10.889, 	 136.848, 	 97.573, 	 1.481, 	 1.355, 	 2.836, 	 1.248, 	 139.684, 	 98.821
8, 	 384,	 0.49231,	 10.889, 	 136.948, 	 97.573, 	 1.237, 	 1.424, 	 2.662, 	 1.368, 	 139.609, 	 98.940
8, 	 384,	 0.49176,	 10.889, 	 137.047, 	 97.573, 	 1.021, 	 1.458, 	 2.479, 	 1.493, 	 139.526, 	 99.066
8, 	 384,	 0.49120,	 10.889, 	 137.147, 	 97.573, 	 0.832, 	 1.432, 	 2.264, 	 1.626, 	 139.411, 	 99.198
8, 	 384,	 0.49065,	 10.889, 	 137.247, 	 97.573, 	 0.671, 	 1.477, 	 2.148, 	 1.763, 	 139.394, 	 99.336
8, 	 384,	 0.49009,	 10.889, 	 137.346, 	 97.573, 	 0.535, 	 1.502, 	 2.037, 	 1.907, 	 139.384, 	 99.480
8, 	 384,	 0.48954,	 10.889, 	 137.446, 	 97.573, 	 0.423, 	 1.550, 	 1.973, 	 2.056, 	 139.419, 	 99.629
8, 	 384,	 0.48898,	 10.889, 	 137.546, 	 97.573, 	 0.332, 	 1.561, 	 1.893, 	 2.210, 	 139.439, 	 99.783

8, 	 384,	 0.49341,	 11.014, 	 136.749, 	 97.573, 	 1.194, 	 1.447, 	 2.641, 	 1.763, 	 139.390, 	 99.336
8, 	 384,	 0.49286,	 11.014, 	 136.848, 	 97.573, 	 0.983, 	 1.477, 	 2.460, 	 1.907, 	 139.308, 	 99.480
8, 	 384,	 0.49231,	 11.014, 	 136.948, 	 97.573, 	 0.799, 	 1.466, 	 2.266, 	 2.057, 	 139.213, 	 99.630
8, 	 384,	 0.49176,	 11.014, 	 137.047, 	 97.573, 	 0.643, 	 1.553, 	 2.196, 	 2.211, 	 139.243, 	 99.784
8, 	 384,	 0.49120,	 11.014, 	 137.147, 	 97.573, 	 0.511, 	 1.545, 	 2.057, 	 2.370, 	 139.204, 	 99.943
8, 	 384,	 0.49065,	 11.014, 	 137.247, 	 97.573, 	 0.403, 	 1.578, 	 1.981, 	 2.534, 	 139.228, 	 100.106
8, 	 384,	 0.49009,	 11.014, 	 137.346, 	 97.573, 	 0.316, 	 1.586, 	 1.902, 	 2.701, 	 139.249, 	 100.274

8, 	 384,	 0.49507,	 11.139, 	 136.453, 	 97.573, 	 1.387, 	 1.502, 	 2.889, 	 2.055, 	 139.342, 	 99.628
8, 	 384,	 0.49452,	 11.139, 	 136.552, 	 97.573, 	 1.153, 	 1.493, 	 2.645, 	 2.210, 	 139.197, 	 99.783
8, 	 384,	 0.49397,	 11.139, 	 136.650, 	 97.573, 	 0.946, 	 1.502, 	 2.448, 	 2.369, 	 139.098, 	 99.942
8, 	 384,	 0.49341,	 11.139, 	 136.749, 	 97.573, 	 0.768, 	 1.572, 	 2.340, 	 2.533, 	 139.089, 	 100.106
8, 	 384,	 0.49286,	 11.139, 	 136.848, 	 97.573, 	 0.616, 	 1.619, 	 2.235, 	 2.701, 	 139.084, 	 100.274
8, 	 384,	 0.49231,	 11.139, 	 136.948, 	 97.573, 	 0.489, 	 1.536, 	 2.025, 	 2.872, 	 138.973, 	 100.445
8, 	 384,	 0.49176,	 11.139, 	 137.047, 	 97.573, 	 0.385, 	 1.631, 	 2.016, 	 3.047, 	 139.063, 	 100.619
8, 	 384,	 0.49120,	 11.139, 	 137.147, 	 97.573, 	 0.301, 	 1.669, 	 1.970, 	 3.224, 	 139.117, 	 100.797

8, 	 384,	 0.49617,	 11.264, 	 136.257, 	 97.573, 	 1.341, 	 1.550, 	 2.892, 	 2.529, 	 139.148, 	 100.102
8, 	 384,	 0.49562,	 11.264, 	 136.355, 	 97.573, 	 1.112, 	 1.516, 	 2.629, 	 2.698, 	 138.983, 	 100.271
8, 	 384,	 0.49507,	 11.264, 	 136.453, 	 97.573, 	 0.911, 	 1.577, 	 2.488, 	 2.870, 	 138.941, 	 100.443
8, 	 384,	 0.49452,	 11.264, 	 136.552, 	 97.573, 	 0.737, 	 1.599, 	 2.336, 	 3.045, 	 138.888, 	 100.618
8, 	 384,	 0.49397,	 11.264, 	 136.650, 	 97.573, 	 0.590, 	 1.618, 	 2.208, 	 3.223, 	 138.858, 	 100.795
8, 	 384,	 0.49341,	 11.264, 	 136.749, 	 97.573, 	 0.468, 	 1.623, 	 2.091, 	 3.403, 	 138.840, 	 100.976
8, 	 384,	 0.49286,	 11.264, 	 136.848, 	 97.573, 	 0.368, 	 1.606, 	 1.974, 	 3.586, 	 138.823, 	 101.158
8, 	 384,	 0.49231,	 11.264, 	 136.948, 	 97.573, 	 0.287, 	 1.683, 	 1.970, 	 3.770, 	 138.917, 	 101.343
8, 	 384,	 0.49176,	 11.264, 	 137.047, 	 97.573, 	 0.223, 	 1.723, 	 1.946, 	 3.957, 	 138.993, 	 101.529

8, 	 384,	 0.49727,	 11.389, 	 136.062, 	 97.573, 	 1.297, 	 1.533, 	 2.830, 	 3.039, 	 138.892, 	 100.612
8, 	 384,	 0.49672,	 11.389, 	 136.159, 	 97.573, 	 1.073, 	 1.569, 	 2.642, 	 3.218, 	 138.801, 	 100.790
8, 	 384,	 0.49617,	 11.389, 	 136.257, 	 97.573, 	 0.877, 	 1.603, 	 2.480, 	 3.399, 	 138.737, 	 100.972
8, 	 384,	 0.49562,	 11.389, 	 136.355, 	 97.573, 	 0.708, 	 1.607, 	 2.316, 	 3.582, 	 138.670, 	 101.155
8, 	 384,	 0.49507,	 11.389, 	 136.453, 	 97.573, 	 0.566, 	 1.702, 	 2.268, 	 3.767, 	 138.721, 	 101.340
8, 	 384,	 0.49452,	 11.389, 	 136.552, 	 97.573, 	 0.448, 	 1.680, 	 2.127, 	 3.955, 	 138.679, 	 101.527

8, 	 384,	 0.49836,	 11.514, 	 135.869, 	 97.573, 	 1.254, 	 1.638, 	 2.892, 	 3.575, 	 138.761, 	 101.147
8, 	 384,	 0.49781,	 11.514, 	 135.965, 	 97.573, 	 1.035, 	 1.583, 	 2.618, 	 3.761, 	 138.583, 	 101.334
8, 	 384,	 0.49727,	 11.514, 	 136.062, 	 97.573, 	 0.844, 	 1.578, 	 2.422, 	 3.949, 	 138.484, 	 101.521
8, 	 384,	 0.49672,	 11.514, 	 136.159, 	 97.573, 	 0.680, 	 1.678, 	 2.358, 	 4.138, 	 138.517, 	 101.711
8, 	 384,	 0.49617,	 11.514, 	 136.257, 	 97.573, 	 0.542, 	 1.645, 	 2.187, 	 4.329, 	 138.444, 	 101.901
8, 	 384,	 0.49562,	 11.514, 	 136.355, 	 97.573, 	 0.428, 	 1.693, 	 2.121, 	 4.521, 	 138.476, 	 102.093
8, 	 384,	 0.49507,	 11.514, 	 136.453, 	 97.573, 	 0.335, 	 1.707, 	 2.042, 	 4.713, 	 138.495, 	 102.286

8, 	 384,	 0.49945,	 11.639, 	 135.678, 	 97.573, 	 1.211, 	 1.602, 	 2.813, 	 4.129, 	 138.491, 	 101.702
8, 	 384,	 0.49891,	 11.639, 	 135.773, 	 97.573, 	 0.997, 	 1.650, 	 2.647, 	 4.320, 	 138.420, 	 101.893
8, 	 384,	 0.49836,	 11.639, 	 135.869, 	 97.573, 	 0.811, 	 1.662, 	 2.473, 	 4.513, 	 138.342, 	 102.086
8, 	 384,	 0.49781,	 11.639, 	 135.965, 	 97.573, 	 0.653, 	 1.727, 	 2.380, 	 4.706, 	 138.345, 	 102.279
8, 	 384,	 0.49727,	 11.639, 	 136.062, 	 97.573, 	 0.519, 	 1.717, 	 2.237, 	 4.901, 	 138.298, 	 102.474
8, 	 384,	 0.49672,	 11.639, 	 136.159, 	 97.573, 	 0.410, 	 1.744, 	 2.153, 	 5.096, 	 138.312, 	 102.669
8, 	 384,	 0.49617,	 11.639, 	 136.257, 	 97.573, 	 0.320, 	 1.841, 	 2.162, 	 5.292, 	 138.419, 	 102.865

8, 	 384,	 0.50055,	 11.764, 	 135.490, 	 97.573, 	 1.167, 	 1.668, 	 2.835, 	 4.695, 	 138.325, 	 102.268
8, 	 384,	 0.50000,	 11.764, 	 135.584, 	 97.573, 	 0.960, 	 1.679, 	 2.639, 	 4.891, 	 138.223, 	 102.464
8, 	 384,	 0.49945,	 11.764, 	 135.678, 	 97.573, 	 0.780, 	 1.707, 	 2.487, 	 5.087, 	 138.165, 	 102.660
8, 	 384,	 0.49891,	 11.764, 	 135.773, 	 97.573, 	 0.626, 	 1.772, 	 2.398, 	 5.284, 	 138.171, 	 102.856
8, 	 384,	 0.49836,	 11.764, 	 135.869, 	 97.573, 	 0.497, 	 1.759, 	 2.256, 	 5.481, 	 138.125, 	 103.054
8, 	 384,	 0.49781,	 11.764, 	 135.965, 	 97.573, 	 0.392, 	 1.827, 	 2.219, 	 5.679, 	 138.184, 	 103.251
8, 	 384,	 0.49727,	 11.764, 	 136.062, 	 97.573, 	 0.306, 	 1.816, 	 2.122, 	 5.877, 	 138.184, 	 103.450

8, 	 384,	 0.50218,	 11.889, 	 135.217, 	 97.573, 	 1.352, 	 1.648, 	 3.000, 	 5.073, 	 138.217, 	 102.646
8, 	 384,	 0.50163,	 11.889, 	 135.307, 	 97.573, 	 1.124, 	 1.711, 	 2.835, 	 5.271, 	 138.141, 	 102.844
8, 	 384,	 0.50109,	 11.889, 	 135.398, 	 97.573, 	 0.923, 	 1.724, 	 2.647, 	 5.469, 	 138.045, 	 103.042
8, 	 384,	 0.50055,	 11.889, 	 135.490, 	 97.573, 	 0.748, 	 1.812, 	 2.560, 	 5.667, 	 138.050, 	 103.240
8, 	 384,	 0.50000,	 11.889, 	 135.584, 	 97.573, 	 0.600, 	 1.723, 	 2.323, 	 5.866, 	 137.906, 	 103.439
8, 	 384,	 0.49945,	 11.889, 	 135.678, 	 97.573, 	 0.476, 	 1.809, 	 2.285, 	 6.065, 	 137.963, 	 103.638
8, 	 384,	 0.49891,	 11.889, 	 135.773, 	 97.573, 	 0.374, 	 1.843, 	 2.217, 	 6.265, 	 137.990, 	 103.838

8, 	 384,	 0.50381,	 12.014, 	 134.956, 	 97.573, 	 1.547, 	 1.719, 	 3.265, 	 5.453, 	 138.222, 	 103.025
8, 	 384,	 0.50326,	 12.014, 	 135.041, 	 97.573, 	 1.301, 	 1.747, 	 3.047, 	 5.652, 	 138.089, 	 103.225
8, 	 384,	 0.50272,	 12.014, 	 135.128, 	 97.573, 	 1.080, 	 1.739, 	 2.819, 	 5.852, 	 137.947, 	 103.424
8, 	 384,	 0.50218,	 12.014, 	 135.217, 	 97.573, 	 0.885, 	 1.735, 	 2.620, 	 6.052, 	 137.836, 	 103.624
8, 	 384,	 0.50163,	 12.014, 	 135.307, 	 97.573, 	 0.716, 	 1.771, 	 2.487, 	 6.252, 	 137.794, 	 103.825
8, 	 384,	 0.50109,	 12.014, 	 135.398, 	 97.573, 	 0.574, 	 1.827, 	 2.400, 	 6.452, 	 137.798, 	 104.025
8, 	 384,	 0.50055,	 12.014, 	 135.490, 	 97.573, 	 0.455, 	 1.883, 	 2.338, 	 6.653, 	 137.828, 	 104.226

8, 	 384,	 0.50435,	 12.139, 	 134.873, 	 97.573, 	 1.247, 	 1.814, 	 3.061, 	 6.235, 	 137.935, 	 103.808
8, 	 384,	 0.50381,	 12.139, 	 134.956, 	 97.573, 	 1.034, 	 1.818, 	 2.852, 	 6.436, 	 137.808, 	 104.009
8, 	 384,	 0.50326,	 12.139, 	 135.041, 	 97.573, 	 0.846, 	 1.833, 	 2.680, 	 6.638, 	 137.721, 	 104.210
8, 	 384,	 0.50272,	 12.139, 	 135.128, 	 97.573, 	 0.685, 	 1.886, 	 2.570, 	 6.839, 	 137.699, 	 104.412
8, 	 384,	 0.50218,	 12.139, 	 135.217, 	 97.573, 	 0.548, 	 1.855, 	 2.402, 	 7.041, 	 137.619, 	 104.614
8, 	 384,	 0.50163,	 12.139, 	 135.307, 	 97.573, 	 0.434, 	 1.962, 	 2.396, 	 7.242, 	 137.703, 	 104.815
8, 	 384,	 0.50109,	 12.139, 	 135.398, 	 97.573, 	 0.341, 	 1.899, 	 2.239, 	 7.444, 	 137.638, 	 105.017

8, 	 384,	 0.50489,	 12.264, 	 134.793, 	 97.573, 	 0.986, 	 1.837, 	 2.823, 	 7.023, 	 137.616, 	 104.596
8, 	 384,	 0.50435,	 12.264, 	 134.873, 	 97.573, 	 0.807, 	 1.869, 	 2.676, 	 7.225, 	 137.549, 	 104.798
8, 	 384,	 0.50381,	 12.264, 	 134.956, 	 97.573, 	 0.652, 	 1.923, 	 2.575, 	 7.428, 	 137.531, 	 105.001
8, 	 384,	 0.50326,	 12.264, 	 135.041, 	 97.573, 	 0.521, 	 1.965, 	 2.486, 	 7.630, 	 137.528, 	 105.203
8, 	 384,	 0.50272,	 12.264, 	 135.128, 	 97.573, 	 0.413, 	 1.963, 	 2.376, 	 7.833, 	 137.504, 	 105.406
8, 	 384,	 0.50218,	 12.264, 	 135.217, 	 97.573, 	 0.324, 	 2.033, 	 2.356, 	 8.035, 	 137.573, 	 105.608
8, 	 384,	 0.50163,	 12.264, 	 135.307, 	 97.573, 	 0.252, 	 2.095, 	 2.347, 	 8.238, 	 137.654, 	 105.811

8, 	 384,	 0.50651,	 12.389, 	 134.568, 	 97.573, 	 1.130, 	 1.893, 	 3.023, 	 7.407, 	 137.591, 	 104.980
