m, 	 n, 	 a, 		 B, 		 Tb, 		 Mb, 		 COx, 		 POx, 		 TOx, 		 MOx, 		 Tt, 		 Mt
7, 	 384,	 0.50163,	 11.730, 	 135.307, 	 97.573, 	 12.887, 	 0.582, 	 13.469, 	 0.007, 	 148.776, 	 97.579
7, 	 384,	 0.50272,	 14.015, 	 135.128, 	 97.573, 	 0.982, 	 1.564, 	 2.546, 	 7.833, 	 137.674, 	 105.406
7, 	 384,	 0.50218,	 14.015, 	 135.217, 	 97.573, 	 0.801, 	 1.589, 	 2.390, 	 8.035, 	 137.606, 	 105.608
7, 	 384,	 0.50163,	 14.015, 	 135.307, 	 97.573, 	 0.645, 	 1.607, 	 2.252, 	 8.238, 	 137.559, 	 105.811
7, 	 384,	 0.50109,	 14.015, 	 135.398, 	 97.573, 	 0.514, 	 1.693, 	 2.206, 	 8.440, 	 137.605, 	 106.013
7, 	 384,	 0.50055,	 14.015, 	 135.490, 	 97.573, 	 0.406, 	 1.692, 	 2.098, 	 8.642, 	 137.588, 	 106.215

7, 	 384,	 0.50435,	 14.158, 	 134.873, 	 97.573, 	 1.150, 	 1.560, 	 2.709, 	 8.220, 	 137.583, 	 105.793
7, 	 384,	 0.50381,	 14.158, 	 134.956, 	 97.573, 	 0.948, 	 1.609, 	 2.558, 	 8.424, 	 137.514, 	 105.996
7, 	 384,	 0.50326,	 14.158, 	 135.041, 	 97.573, 	 0.772, 	 1.659, 	 2.431, 	 8.627, 	 137.473, 	 106.199
7, 	 384,	 0.50272,	 14.158, 	 135.128, 	 97.573, 	 0.622, 	 1.696, 	 2.318, 	 8.830, 	 137.446, 	 106.402
7, 	 384,	 0.50218,	 14.158, 	 135.217, 	 97.573, 	 0.495, 	 1.710, 	 2.205, 	 9.033, 	 137.422, 	 106.605
7, 	 384,	 0.50163,	 14.158, 	 135.307, 	 97.573, 	 0.391, 	 1.775, 	 2.166, 	 9.235, 	 137.473, 	 106.808
7, 	 384,	 0.50109,	 14.158, 	 135.398, 	 97.573, 	 0.306, 	 1.800, 	 2.106, 	 9.438, 	 137.504, 	 107.011

7, 	 384,	 0.50597,	 14.301, 	 134.640, 	 97.573, 	 1.323, 	 1.618, 	 2.942, 	 8.607, 	 137.582, 	 106.180
7, 	 384,	 0.50543,	 14.301, 	 134.715, 	 97.573, 	 1.105, 	 1.634, 	 2.739, 	 8.811, 	 137.454, 	 106.383
7, 	 384,	 0.50489,	 14.301, 	 134.793, 	 97.573, 	 0.911, 	 1.713, 	 2.625, 	 9.014, 	 137.418, 	 106.587
7, 	 384,	 0.50435,	 14.301, 	 134.873, 	 97.573, 	 0.742, 	 1.723, 	 2.466, 	 9.218, 	 137.339, 	 106.791
7, 	 384,	 0.50381,	 14.301, 	 134.956, 	 97.573, 	 0.597, 	 1.739, 	 2.336, 	 9.421, 	 137.293, 	 106.994
7, 	 384,	 0.50326,	 14.301, 	 135.041, 	 97.573, 	 0.476, 	 1.809, 	 2.285, 	 9.625, 	 137.327, 	 107.198
7, 	 384,	 0.50272,	 14.301, 	 135.128, 	 97.573, 	 0.376, 	 1.798, 	 2.173, 	 9.828, 	 137.302, 	 107.401

7, 	 384,	 0.50705,	 14.444, 	 134.501, 	 97.573, 	 1.265, 	 1.637, 	 2.903, 	 9.196, 	 137.403, 	 106.769
7, 	 384,	 0.50651,	 14.444, 	 134.568, 	 97.573, 	 1.057, 	 1.688, 	 2.745, 	 9.401, 	 137.314, 	 106.974
7, 	 384,	 0.50597,	 14.444, 	 134.640, 	 97.573, 	 0.871, 	 1.711, 	 2.583, 	 9.605, 	 137.223, 	 107.178
7, 	 384,	 0.50543,	 14.444, 	 134.715, 	 97.573, 	 0.710, 	 1.716, 	 2.426, 	 9.809, 	 137.141, 	 107.382
7, 	 384,	 0.50489,	 14.444, 	 134.793, 	 97.573, 	 0.572, 	 1.810, 	 2.382, 	 10.013, 	 137.175, 	 107.586
7, 	 384,	 0.50435,	 14.444, 	 134.873, 	 97.573, 	 0.456, 	 1.825, 	 2.280, 	 10.217, 	 137.154, 	 107.790

7, 	 384,	 0.50866,	 14.587, 	 134.323, 	 97.573, 	 1.418, 	 1.663, 	 3.081, 	 9.581, 	 137.404, 	 107.154
7, 	 384,	 0.50813,	 14.587, 	 134.377, 	 97.573, 	 1.200, 	 1.694, 	 2.894, 	 9.786, 	 137.271, 	 107.359
7, 	 384,	 0.50759,	 14.587, 	 134.437, 	 97.573, 	 1.003, 	 1.776, 	 2.779, 	 9.991, 	 137.216, 	 107.563
7, 	 384,	 0.50705,	 14.587, 	 134.501, 	 97.573, 	 0.828, 	 1.770, 	 2.597, 	 10.195, 	 137.098, 	 107.768
7, 	 384,	 0.50651,	 14.587, 	 134.568, 	 97.573, 	 0.675, 	 1.792, 	 2.467, 	 10.400, 	 137.035, 	 107.973
7, 	 384,	 0.50597,	 14.587, 	 134.640, 	 97.573, 	 0.544, 	 1.840, 	 2.384, 	 10.604, 	 137.024, 	 108.177
7, 	 384,	 0.50543,	 14.587, 	 134.715, 	 97.573, 	 0.434, 	 1.848, 	 2.282, 	 10.808, 	 136.997, 	 108.381
7, 	 384,	 0.50489,	 14.587, 	 134.793, 	 97.573, 	 0.343, 	 1.865, 	 2.209, 	 11.012, 	 137.001, 	 108.585
7, 	 384,	 0.50435,	 14.587, 	 134.873, 	 97.573, 	 0.269, 	 1.956, 	 2.225, 	 11.216, 	 137.099, 	 108.789

7, 	 384,	 0.50866,	 14.730, 	 134.323, 	 97.573, 	 0.943, 	 1.823, 	 2.766, 	 10.580, 	 137.089, 	 108.153
7, 	 384,	 0.50813,	 14.730, 	 134.377, 	 97.573, 	 0.779, 	 1.813, 	 2.593, 	 10.785, 	 136.970, 	 108.358
7, 	 384,	 0.50759,	 14.730, 	 134.437, 	 97.573, 	 0.636, 	 1.847, 	 2.484, 	 10.990, 	 136.920, 	 108.563
7, 	 384,	 0.50705,	 14.730, 	 134.501, 	 97.573, 	 0.514, 	 1.862, 	 2.375, 	 11.195, 	 136.876, 	 108.767
7, 	 384,	 0.50651,	 14.730, 	 134.568, 	 97.573, 	 0.411, 	 1.899, 	 2.310, 	 11.399, 	 136.878, 	 108.972
7, 	 384,	 0.50597,	 14.730, 	 134.640, 	 97.573, 	 0.325, 	 1.968, 	 2.293, 	 11.604, 	 136.933, 	 109.176

7, 	 384,	 0.50974,	 14.873, 	 134.230, 	 97.573, 	 0.877, 	 1.876, 	 2.754, 	 11.169, 	 136.984, 	 108.742
7, 	 384,	 0.50920,	 14.873, 	 134.274, 	 97.573, 	 0.726, 	 1.862, 	 2.588, 	 11.374, 	 136.861, 	 108.947
7, 	 384,	 0.50866,	 14.873, 	 134.323, 	 97.573, 	 0.594, 	 1.879, 	 2.473, 	 11.580, 	 136.796, 	 109.152
7, 	 384,	 0.50813,	 14.873, 	 134.377, 	 97.573, 	 0.481, 	 1.902, 	 2.383, 	 11.785, 	 136.761, 	 109.357
7, 	 384,	 0.50759,	 14.873, 	 134.437, 	 97.573, 	 0.385, 	 1.936, 	 2.321, 	 11.990, 	 136.758, 	 109.562
7, 	 384,	 0.50705,	 14.873, 	 134.501, 	 97.573, 	 0.306, 	 1.968, 	 2.274, 	 12.194, 	 136.775, 	 109.767
7, 	 384,	 0.50651,	 14.873, 	 134.568, 	 97.573, 	 0.241, 	 1.988, 	 2.229, 	 12.399, 	 136.797, 	 109.972

7, 	 384,	 0.51081,	 15.015, 	 134.162, 	 97.573, 	 0.805, 	 1.818, 	 2.623, 	 11.757, 	 136.785, 	 109.330
7, 	 384,	 0.51027,	 15.015, 	 134.193, 	 97.573, 	 0.668, 	 1.847, 	 2.515, 	 11.963, 	 136.708, 	 109.536
7, 	 384,	 0.50974,	 15.015, 	 134.230, 	 97.573, 	 0.548, 	 1.851, 	 2.399, 	 12.169, 	 136.629, 	 109.741
7, 	 384,	 0.50920,	 15.015, 	 134.274, 	 97.573, 	 0.445, 	 1.969, 	 2.414, 	 12.374, 	 136.688, 	 109.947
7, 	 384,	 0.50866,	 15.015, 	 134.323, 	 97.573, 	 0.358, 	 2.030, 	 2.388, 	 12.579, 	 136.710, 	 110.152

7, 	 384,	 0.51241,	 15.158, 	 134.110, 	 97.573, 	 0.863, 	 1.838, 	 2.702, 	 12.139, 	 136.812, 	 109.712
7, 	 384,	 0.51188,	 15.158, 	 134.120, 	 97.573, 	 0.727, 	 1.897, 	 2.623, 	 12.345, 	 136.743, 	 109.918
7, 	 384,	 0.51134,	 15.158, 	 134.137, 	 97.573, 	 0.605, 	 1.903, 	 2.508, 	 12.551, 	 136.645, 	 110.124
7, 	 384,	 0.51081,	 15.158, 	 134.162, 	 97.573, 	 0.498, 	 1.982, 	 2.480, 	 12.757, 	 136.642, 	 110.330
7, 	 384,	 0.51027,	 15.158, 	 134.193, 	 97.573, 	 0.406, 	 2.027, 	 2.433, 	 12.963, 	 136.625, 	 110.536
7, 	 384,	 0.50974,	 15.158, 	 134.230, 	 97.573, 	 0.328, 	 2.039, 	 2.366, 	 13.168, 	 136.596, 	 110.741
7, 	 384,	 0.50920,	 15.158, 	 134.274, 	 97.573, 	 0.262, 	 2.115, 	 2.377, 	 13.374, 	 136.651, 	 110.947
7, 	 384,	 0.50866,	 15.158, 	 134.323, 	 97.573, 	 0.208, 	 2.143, 	 2.352, 	 13.579, 	 136.674, 	 111.152

7, 	 384,	 0.51188,	 15.301, 	 134.120, 	 97.573, 	 0.445, 	 2.041, 	 2.486, 	 13.345, 	 136.606, 	 110.918
7, 	 384,	 0.51134,	 15.301, 	 134.137, 	 97.573, 	 0.365, 	 2.056, 	 2.420, 	 13.551, 	 136.557, 	 111.124
7, 	 384,	 0.51081,	 15.301, 	 134.162, 	 97.573, 	 0.296, 	 2.149, 	 2.444, 	 13.757, 	 136.606, 	 111.330
7, 	 384,	 0.51027,	 15.301, 	 134.193, 	 97.573, 	 0.238, 	 2.138, 	 2.376, 	 13.963, 	 136.569, 	 111.536

7, 	 384,	 0.51295,	 15.444, 	 134.108, 	 97.573, 	 0.390, 	 2.004, 	 2.394, 	 13.932, 	 136.502, 	 111.505
7, 	 384,	 0.51241,	 15.444, 	 134.110, 	 97.573, 	 0.322, 	 2.038, 	 2.360, 	 14.139, 	 136.470, 	 111.711
7, 	 384,	 0.51188,	 15.444, 	 134.120, 	 97.573, 	 0.262, 	 2.074, 	 2.336, 	 14.345, 	 136.457, 	 111.918
7, 	 384,	 0.51134,	 15.444, 	 134.137, 	 97.573, 	 0.212, 	 2.172, 	 2.385, 	 14.551, 	 136.522, 	 112.124
7, 	 384,	 0.51081,	 15.444, 	 134.162, 	 97.573, 	 0.171, 	 2.294, 	 2.464, 	 14.757, 	 136.626, 	 112.330

7, 	 384,	 0.51454,	 15.587, 	 134.145, 	 97.573, 	 0.402, 	 2.120, 	 2.522, 	 14.312, 	 136.668, 	 111.885
7, 	 384,	 0.51401,	 15.587, 	 134.125, 	 97.573, 	 0.336, 	 2.059, 	 2.395, 	 14.519, 	 136.520, 	 112.092
7, 	 384,	 0.51348,	 15.587, 	 134.113, 	 97.573, 	 0.278, 	 2.162, 	 2.441, 	 14.726, 	 136.553, 	 112.298
7, 	 384,	 0.51295,	 15.587, 	 134.108, 	 97.573, 	 0.228, 	 2.202, 	 2.430, 	 14.932, 	 136.538, 	 112.505

7, 	 384,	 0.51560,	 15.730, 	 134.207, 	 97.573, 	 0.337, 	 2.163, 	 2.500, 	 14.897, 	 136.707, 	 112.470
7, 	 384,	 0.51507,	 15.730, 	 134.173, 	 97.573, 	 0.283, 	 2.188, 	 2.471, 	 15.105, 	 136.644, 	 112.678
7, 	 384,	 0.51454,	 15.730, 	 134.145, 	 97.573, 	 0.236, 	 2.254, 	 2.489, 	 15.312, 	 136.635, 	 112.885
7, 	 384,	 0.51401,	 15.730, 	 134.125, 	 97.573, 	 0.195, 	 2.255, 	 2.450, 	 15.519, 	 136.575, 	 113.092
7, 	 384,	 0.51348,	 15.730, 	 134.113, 	 97.573, 	 0.160, 	 2.341, 	 2.501, 	 15.726, 	 136.614, 	 113.298
7, 	 384,	 0.51295,	 15.730, 	 134.108, 	 97.573, 	 0.131, 	 2.347, 	 2.477, 	 15.932, 	 136.585, 	 113.505

7, 	 384,	 0.51560,	 15.873, 	 134.207, 	 97.573, 	 0.196, 	 2.235, 	 2.431, 	 15.897, 	 136.638, 	 113.470
7, 	 384,	 0.51507,	 15.873, 	 134.173, 	 97.573, 	 0.163, 	 2.334, 	 2.497, 	 16.105, 	 136.670, 	 113.678
7, 	 384,	 0.51454,	 15.873, 	 134.145, 	 97.573, 	 0.135, 	 2.318, 	 2.452, 	 16.312, 	 136.598, 	 113.885
7, 	 384,	 0.51401,	 15.873, 	 134.125, 	 97.573, 	 0.111, 	 2.407, 	 2.518, 	 16.519, 	 136.644, 	 114.092
7, 	 384,	 0.51348,	 15.873, 	 134.113, 	 97.573, 	 0.091, 	 2.483, 	 2.574, 	 16.725, 	 136.687, 	 114.298

7, 	 384,	 0.51613,	 16.015, 	 134.249, 	 97.573, 	 0.134, 	 2.399, 	 2.533, 	 16.690, 	 136.781, 	 114.263
7, 	 384,	 0.51560,	 16.015, 	 134.207, 	 97.573, 	 0.111, 	 2.437, 	 2.549, 	 16.897, 	 136.756, 	 114.470
7, 	 384,	 0.51507,	 16.015, 	 134.173, 	 97.573, 	 0.092, 	 2.501, 	 2.593, 	 17.105, 	 136.766, 	 114.678
7, 	 384,	 0.51454,	 16.015, 	 134.145, 	 97.573, 	 0.076, 	 2.531, 	 2.607, 	 17.312, 	 136.752, 	 114.885
7, 	 384,	 0.51401,	 16.015, 	 134.125, 	 97.573, 	 0.062, 	 2.576, 	 2.639, 	 17.519, 	 136.764, 	 115.092
7, 	 384,	 0.51348,	 16.015, 	 134.113, 	 97.573, 	 0.051, 	 2.556, 	 2.607, 	 17.725, 	 136.720, 	 115.298
7, 	 384,	 0.51295,	 16.015, 	 134.108, 	 97.573, 	 0.041, 	 2.662, 	 2.704, 	 17.932, 	 136.811, 	 115.505
7, 	 384,	 0.51241,	 16.015, 	 134.110, 	 97.573, 	 0.033, 	 2.669, 	 2.702, 	 18.139, 	 136.813, 	 115.711

7, 	 384,	 0.51507,	 16.158, 	 134.173, 	 97.573, 	 0.052, 	 2.589, 	 2.641, 	 18.105, 	 136.814, 	 115.678
7, 	 384,	 0.51454,	 16.158, 	 134.145, 	 97.573, 	 0.042, 	 2.631, 	 2.673, 	 18.312, 	 136.819, 	 115.885
7, 	 384,	 0.51401,	 16.158, 	 134.125, 	 97.573, 	 0.035, 	 2.643, 	 2.677, 	 18.519, 	 136.803, 	 116.092
7, 	 384,	 0.51348,	 16.158, 	 134.113, 	 97.573, 	 0.028, 	 2.793, 	 2.821, 	 18.725, 	 136.934, 	 116.298
7, 	 384,	 0.51295,	 16.158, 	 134.108, 	 97.573, 	 0.023, 	 2.799, 	 2.822, 	 18.932, 	 136.930, 	 116.505

7, 	 384,	 0.51560,	 16.301, 	 134.207, 	 97.573, 	 0.035, 	 2.677, 	 2.712, 	 18.897, 	 136.919, 	 116.470
7, 	 384,	 0.51507,	 16.301, 	 134.173, 	 97.573, 	 0.029, 	 2.748, 	 2.777, 	 19.105, 	 136.949, 	 116.678
7, 	 384,	 0.51454,	 16.301, 	 134.145, 	 97.573, 	 0.024, 	 2.892, 	 2.915, 	 19.312, 	 137.061, 	 116.885

7, 	 384,	 0.51719,	 16.444, 	 134.351, 	 97.573, 	 0.034, 	 2.753, 	 2.787, 	 19.275, 	 137.138, 	 116.848
7, 	 384,	 0.51666,	 16.444, 	 134.297, 	 97.573, 	 0.028, 	 2.816, 	 2.844, 	 19.482, 	 137.140, 	 117.055
7, 	 384,	 0.51613,	 16.444, 	 134.249, 	 97.573, 	 0.023, 	 2.786, 	 2.809, 	 19.690, 	 137.058, 	 117.263
7, 	 384,	 0.51560,	 16.444, 	 134.207, 	 97.573, 	 0.019, 	 2.871, 	 2.890, 	 19.897, 	 137.097, 	 117.470
7, 	 384,	 0.51507,	 16.444, 	 134.173, 	 97.573, 	 0.016, 	 2.894, 	 2.910, 	 20.105, 	 137.083, 	 117.678

7, 	 384,	 0.51772,	 16.587, 	 134.411, 	 97.573, 	 0.022, 	 2.854, 	 2.876, 	 20.067, 	 137.287, 	 117.640
7, 	 384,	 0.51719,	 16.587, 	 134.351, 	 97.573, 	 0.019, 	 2.923, 	 2.942, 	 20.275, 	 137.293, 	 117.848
7, 	 384,	 0.51666,	 16.587, 	 134.297, 	 97.573, 	 0.016, 	 2.917, 	 2.933, 	 20.482, 	 137.230, 	 118.055
7, 	 384,	 0.51613,	 16.587, 	 134.249, 	 97.573, 	 0.013, 	 2.967, 	 2.980, 	 20.690, 	 137.229, 	 118.263
7, 	 384,	 0.51560,	 16.587, 	 134.207, 	 97.573, 	 0.011, 	 3.076, 	 3.087, 	 20.897, 	 137.294, 	 118.470
7, 	 384,	 0.51507,	 16.587, 	 134.173, 	 97.573, 	 0.009, 	 3.065, 	 3.074, 	 21.105, 	 137.247, 	 118.678

7, 	 384,	 0.51772,	 16.730, 	 134.411, 	 97.573, 	 0.012, 	 3.029, 	 3.042, 	 21.067, 	 137.452, 	 118.640
7, 	 384,	 0.51719,	 16.730, 	 134.351, 	 97.573, 	 0.010, 	 3.063, 	 3.073, 	 21.275, 	 137.424, 	 118.848
7, 	 384,	 0.51666,	 16.730, 	 134.297, 	 97.573, 	 0.009, 	 3.170, 	 3.179, 	 21.482, 	 137.476, 	 119.055
7, 	 384,	 0.51613,	 16.730, 	 134.249, 	 97.573, 	 0.007, 	 3.308, 	 3.316, 	 21.690, 	 137.564, 	 119.263

7, 	 384,	 0.51878,	 16.873, 	 134.546, 	 97.573, 	 0.010, 	 3.057, 	 3.067, 	 21.650, 	 137.613, 	 119.223
7, 	 384,	 0.51825,	 16.873, 	 134.476, 	 97.573, 	 0.008, 	 3.153, 	 3.161, 	 21.859, 	 137.637, 	 119.432
7, 	 384,	 0.51772,	 16.873, 	 134.411, 	 97.573, 	 0.007, 	 3.212, 	 3.219, 	 22.067, 	 137.630, 	 119.640

7, 	 384,	 0.52036,	 17.015, 	 134.783, 	 97.573, 	 0.009, 	 3.121, 	 3.130, 	 22.025, 	 137.914, 	 119.598
7, 	 384,	 0.51983,	 17.015, 	 134.701, 	 97.573, 	 0.007, 	 3.089, 	 3.097, 	 22.234, 	 137.797, 	 119.806
7, 	 384,	 0.51931,	 17.015, 	 134.621, 	 97.573, 	 0.006, 	 3.237, 	 3.243, 	 22.442, 	 137.865, 	 120.015
7, 	 384,	 0.51878,	 17.015, 	 134.546, 	 97.573, 	 0.005, 	 3.231, 	 3.237, 	 22.650, 	 137.783, 	 120.223
7, 	 384,	 0.51825,	 17.015, 	 134.476, 	 97.573, 	 0.004, 	 3.317, 	 3.321, 	 22.859, 	 137.797, 	 120.432
7, 	 384,	 0.51772,	 17.015, 	 134.411, 	 97.573, 	 0.004, 	 3.442, 	 3.446, 	 23.067, 	 137.857, 	 120.640

7, 	 384,	 0.52036,	 17.158, 	 134.783, 	 97.573, 	 0.005, 	 3.319, 	 3.324, 	 23.025, 	 138.107, 	 120.598
7, 	 384,	 0.51983,	 17.158, 	 134.701, 	 97.573, 	 0.004, 	 3.448, 	 3.452, 	 23.234, 	 138.153, 	 120.806
7, 	 384,	 0.51931,	 17.158, 	 134.621, 	 97.573, 	 0.003, 	 3.408, 	 3.412, 	 23.442, 	 138.033, 	 121.015
7, 	 384,	 0.51878,	 17.158, 	 134.546, 	 97.573, 	 0.003, 	 3.387, 	 3.390, 	 23.650, 	 137.936, 	 121.223
7, 	 384,	 0.51825,	 17.158, 	 134.476, 	 97.573, 	 0.002, 	 3.589, 	 3.591, 	 23.859, 	 138.067, 	 121.432
7, 	 384,	 0.51772,	 17.158, 	 134.411, 	 97.573, 	 0.002, 	 3.551, 	 3.553, 	 24.067, 	 137.964, 	 121.640

