m, 	 n, 	 a, 		 B, 		 Tb, 		 Mb, 		 COx, 		 POx, 		 TOx, 		 MOx, 		 Tt, 		 Mt
7, 	 384,	 0.50163,	 11.730, 	 135.307, 	 97.573, 	 12.887, 	 0.582, 	 13.469, 	 0.007, 	 148.776, 	 97.579
7, 	 384,	 0.49945,	 11.873, 	 135.678, 	 97.573, 	 10.437, 	 0.660, 	 11.097, 	 0.023, 	 146.775, 	 97.596
7, 	 384,	 0.49891,	 11.873, 	 135.773, 	 97.573, 	 10.037, 	 0.662, 	 10.699, 	 0.026, 	 146.472, 	 97.599
7, 	 384,	 0.49836,	 11.873, 	 135.869, 	 97.573, 	 9.638, 	 0.670, 	 10.307, 	 0.030, 	 146.176, 	 97.603
7, 	 384,	 0.49781,	 11.873, 	 135.965, 	 97.573, 	 9.238, 	 0.727, 	 9.965, 	 0.035, 	 145.930, 	 97.608
7, 	 384,	 0.49727,	 11.873, 	 136.062, 	 97.573, 	 8.838, 	 0.680, 	 9.518, 	 0.040, 	 145.580, 	 97.613
7, 	 384,	 0.49672,	 11.873, 	 136.159, 	 97.573, 	 8.439, 	 0.730, 	 9.168, 	 0.046, 	 145.328, 	 97.619
7, 	 384,	 0.49617,	 11.873, 	 136.257, 	 97.573, 	 8.039, 	 0.738, 	 8.777, 	 0.053, 	 145.034, 	 97.626
7, 	 384,	 0.49562,	 11.873, 	 136.355, 	 97.573, 	 7.641, 	 0.753, 	 8.394, 	 0.061, 	 144.748, 	 97.633
7, 	 384,	 0.49507,	 11.873, 	 136.453, 	 97.573, 	 7.242, 	 0.750, 	 7.992, 	 0.069, 	 144.445, 	 97.642
7, 	 384,	 0.49452,	 11.873, 	 136.552, 	 97.573, 	 6.845, 	 0.771, 	 7.616, 	 0.080, 	 144.167, 	 97.652
7, 	 384,	 0.49397,	 11.873, 	 136.650, 	 97.573, 	 6.449, 	 0.800, 	 7.248, 	 0.091, 	 143.899, 	 97.664
7, 	 384,	 0.49341,	 11.873, 	 136.749, 	 97.573, 	 6.054, 	 0.788, 	 6.841, 	 0.104, 	 143.591, 	 97.677
7, 	 384,	 0.49286,	 11.873, 	 136.848, 	 97.573, 	 5.661, 	 0.805, 	 6.466, 	 0.119, 	 143.315, 	 97.692
7, 	 384,	 0.49231,	 11.873, 	 136.948, 	 97.573, 	 5.270, 	 0.839, 	 6.110, 	 0.136, 	 143.057, 	 97.709
7, 	 384,	 0.49176,	 11.873, 	 137.047, 	 97.573, 	 4.882, 	 0.876, 	 5.758, 	 0.155, 	 142.806, 	 97.728
7, 	 384,	 0.49120,	 11.873, 	 137.147, 	 97.573, 	 4.499, 	 0.870, 	 5.369, 	 0.177, 	 142.516, 	 97.750
7, 	 384,	 0.49065,	 11.873, 	 137.247, 	 97.573, 	 4.120, 	 0.895, 	 5.015, 	 0.201, 	 142.262, 	 97.774
7, 	 384,	 0.49009,	 11.873, 	 137.346, 	 97.573, 	 3.747, 	 0.929, 	 4.676, 	 0.229, 	 142.022, 	 97.802
7, 	 384,	 0.48954,	 11.873, 	 137.446, 	 97.573, 	 3.383, 	 0.934, 	 4.317, 	 0.260, 	 141.763, 	 97.833
7, 	 384,	 0.48898,	 11.873, 	 137.546, 	 97.573, 	 3.028, 	 0.933, 	 3.961, 	 0.295, 	 141.507, 	 97.868
7, 	 384,	 0.48842,	 11.873, 	 137.646, 	 97.573, 	 2.685, 	 0.956, 	 3.641, 	 0.334, 	 141.287, 	 97.906
7, 	 384,	 0.48787,	 11.873, 	 137.746, 	 97.573, 	 2.357, 	 0.962, 	 3.319, 	 0.377, 	 141.065, 	 97.950
7, 	 384,	 0.48731,	 11.873, 	 137.846, 	 97.573, 	 2.046, 	 0.994, 	 3.041, 	 0.425, 	 140.887, 	 97.998
7, 	 384,	 0.48675,	 11.873, 	 137.947, 	 97.573, 	 1.756, 	 1.014, 	 2.769, 	 0.478, 	 140.716, 	 98.051
7, 	 384,	 0.48619,	 11.873, 	 138.047, 	 97.573, 	 1.488, 	 1.023, 	 2.512, 	 0.537, 	 140.559, 	 98.110
7, 	 384,	 0.48563,	 11.873, 	 138.147, 	 97.573, 	 1.246, 	 1.057, 	 2.303, 	 0.602, 	 140.450, 	 98.175
7, 	 384,	 0.48507,	 11.873, 	 138.247, 	 97.573, 	 1.030, 	 1.079, 	 2.109, 	 0.672, 	 140.356, 	 98.245
7, 	 384,	 0.48451,	 11.873, 	 138.348, 	 97.573, 	 0.842, 	 1.099, 	 1.941, 	 0.749, 	 140.289, 	 98.322
7, 	 384,	 0.48395,	 11.873, 	 138.448, 	 97.573, 	 0.680, 	 1.085, 	 1.766, 	 0.833, 	 140.214, 	 98.406
7, 	 384,	 0.48339,	 11.873, 	 138.548, 	 97.573, 	 0.544, 	 1.130, 	 1.675, 	 0.923, 	 140.223, 	 98.496
7, 	 384,	 0.48283,	 11.873, 	 138.649, 	 97.573, 	 0.431, 	 1.122, 	 1.553, 	 1.019, 	 140.202, 	 98.592
7, 	 384,	 0.48227,	 11.873, 	 138.749, 	 97.573, 	 0.339, 	 1.169, 	 1.508, 	 1.123, 	 140.257, 	 98.695
7, 	 384,	 0.48170,	 11.873, 	 138.850, 	 97.573, 	 0.265, 	 1.183, 	 1.448, 	 1.232, 	 140.298, 	 98.805

7, 	 384,	 0.48675,	 12.015, 	 137.947, 	 97.573, 	 1.209, 	 1.077, 	 2.286, 	 0.837, 	 140.233, 	 98.410
7, 	 384,	 0.48619,	 12.015, 	 138.047, 	 97.573, 	 0.998, 	 1.089, 	 2.086, 	 0.928, 	 140.133, 	 98.501
7, 	 384,	 0.48563,	 12.015, 	 138.147, 	 97.573, 	 0.813, 	 1.168, 	 1.981, 	 1.025, 	 140.128, 	 98.598
7, 	 384,	 0.48507,	 12.015, 	 138.247, 	 97.573, 	 0.656, 	 1.140, 	 1.796, 	 1.129, 	 140.044, 	 98.702
7, 	 384,	 0.48451,	 12.015, 	 138.348, 	 97.573, 	 0.524, 	 1.149, 	 1.673, 	 1.240, 	 140.020, 	 98.813
7, 	 384,	 0.48395,	 12.015, 	 138.448, 	 97.573, 	 0.414, 	 1.212, 	 1.627, 	 1.357, 	 140.075, 	 98.930
7, 	 384,	 0.48339,	 12.015, 	 138.548, 	 97.573, 	 0.325, 	 1.222, 	 1.547, 	 1.481, 	 140.096, 	 99.054

7, 	 384,	 0.48787,	 12.158, 	 137.746, 	 97.573, 	 1.174, 	 1.112, 	 2.285, 	 1.134, 	 140.032, 	 98.707
7, 	 384,	 0.48731,	 12.158, 	 137.846, 	 97.573, 	 0.966, 	 1.124, 	 2.090, 	 1.245, 	 139.936, 	 98.818
7, 	 384,	 0.48675,	 12.158, 	 137.947, 	 97.573, 	 0.786, 	 1.145, 	 1.931, 	 1.363, 	 139.878, 	 98.936
7, 	 384,	 0.48619,	 12.158, 	 138.047, 	 97.573, 	 0.632, 	 1.196, 	 1.828, 	 1.488, 	 139.875, 	 99.061
7, 	 384,	 0.48563,	 12.158, 	 138.147, 	 97.573, 	 0.504, 	 1.172, 	 1.676, 	 1.618, 	 139.823, 	 99.191
7, 	 384,	 0.48507,	 12.158, 	 138.247, 	 97.573, 	 0.398, 	 1.226, 	 1.624, 	 1.755, 	 139.871, 	 99.328
7, 	 384,	 0.48451,	 12.158, 	 138.348, 	 97.573, 	 0.312, 	 1.236, 	 1.549, 	 1.897, 	 139.896, 	 99.470

7, 	 384,	 0.48954,	 12.301, 	 137.446, 	 97.573, 	 1.371, 	 1.133, 	 2.503, 	 1.367, 	 139.950, 	 98.940
7, 	 384,	 0.48898,	 12.301, 	 137.546, 	 97.573, 	 1.140, 	 1.155, 	 2.295, 	 1.492, 	 139.841, 	 99.065
7, 	 384,	 0.48842,	 12.301, 	 137.646, 	 97.573, 	 0.936, 	 1.183, 	 2.119, 	 1.623, 	 139.765, 	 99.196
7, 	 384,	 0.48787,	 12.301, 	 137.746, 	 97.573, 	 0.760, 	 1.200, 	 1.960, 	 1.761, 	 139.706, 	 99.334
7, 	 384,	 0.48731,	 12.301, 	 137.846, 	 97.573, 	 0.610, 	 1.205, 	 1.815, 	 1.904, 	 139.661, 	 99.476
7, 	 384,	 0.48675,	 12.301, 	 137.947, 	 97.573, 	 0.485, 	 1.211, 	 1.697, 	 2.052, 	 139.643, 	 99.625
7, 	 384,	 0.48619,	 12.301, 	 138.047, 	 97.573, 	 0.383, 	 1.258, 	 1.641, 	 2.205, 	 139.687, 	 99.777
7, 	 384,	 0.48563,	 12.301, 	 138.147, 	 97.573, 	 0.300, 	 1.304, 	 1.603, 	 2.362, 	 139.750, 	 99.935

7, 	 384,	 0.49065,	 12.444, 	 137.247, 	 97.573, 	 1.334, 	 1.159, 	 2.494, 	 1.763, 	 139.740, 	 99.336
7, 	 384,	 0.49009,	 12.444, 	 137.346, 	 97.573, 	 1.107, 	 1.162, 	 2.269, 	 1.907, 	 139.616, 	 99.480
7, 	 384,	 0.48954,	 12.444, 	 137.446, 	 97.573, 	 0.907, 	 1.243, 	 2.151, 	 2.056, 	 139.597, 	 99.629
7, 	 384,	 0.48898,	 12.444, 	 137.546, 	 97.573, 	 0.735, 	 1.242, 	 1.978, 	 2.210, 	 139.524, 	 99.783
7, 	 384,	 0.48842,	 12.444, 	 137.646, 	 97.573, 	 0.589, 	 1.249, 	 1.838, 	 2.368, 	 139.484, 	 99.941
7, 	 384,	 0.48787,	 12.444, 	 137.746, 	 97.573, 	 0.468, 	 1.237, 	 1.704, 	 2.530, 	 139.451, 	 100.103
7, 	 384,	 0.48731,	 12.444, 	 137.846, 	 97.573, 	 0.368, 	 1.251, 	 1.619, 	 2.697, 	 139.466, 	 100.269
7, 	 384,	 0.48675,	 12.444, 	 137.947, 	 97.573, 	 0.288, 	 1.323, 	 1.611, 	 2.866, 	 139.557, 	 100.439

7, 	 384,	 0.49176,	 12.587, 	 137.047, 	 97.573, 	 1.299, 	 1.174, 	 2.473, 	 2.211, 	 139.520, 	 99.784
7, 	 384,	 0.49120,	 12.587, 	 137.147, 	 97.573, 	 1.076, 	 1.220, 	 2.296, 	 2.370, 	 139.443, 	 99.943
7, 	 384,	 0.49065,	 12.587, 	 137.247, 	 97.573, 	 0.880, 	 1.286, 	 2.166, 	 2.534, 	 139.412, 	 100.106
7, 	 384,	 0.49009,	 12.587, 	 137.346, 	 97.573, 	 0.711, 	 1.228, 	 1.939, 	 2.701, 	 139.286, 	 100.274
7, 	 384,	 0.48954,	 12.587, 	 137.446, 	 97.573, 	 0.569, 	 1.313, 	 1.882, 	 2.871, 	 139.328, 	 100.444
7, 	 384,	 0.48898,	 12.587, 	 137.546, 	 97.573, 	 0.451, 	 1.266, 	 1.717, 	 3.045, 	 139.263, 	 100.618
7, 	 384,	 0.48842,	 12.587, 	 137.646, 	 97.573, 	 0.354, 	 1.321, 	 1.675, 	 3.221, 	 139.321, 	 100.794
7, 	 384,	 0.48787,	 12.587, 	 137.746, 	 97.573, 	 0.277, 	 1.346, 	 1.623, 	 3.400, 	 139.369, 	 100.973

7, 	 384,	 0.49341,	 12.730, 	 136.749, 	 97.573, 	 1.512, 	 1.184, 	 2.696, 	 2.533, 	 139.445, 	 100.106
7, 	 384,	 0.49286,	 12.730, 	 136.848, 	 97.573, 	 1.265, 	 1.184, 	 2.449, 	 2.701, 	 139.298, 	 100.274
7, 	 384,	 0.49231,	 12.730, 	 136.948, 	 97.573, 	 1.045, 	 1.278, 	 2.324, 	 2.872, 	 139.272, 	 100.445
7, 	 384,	 0.49176,	 12.730, 	 137.047, 	 97.573, 	 0.853, 	 1.273, 	 2.127, 	 3.047, 	 139.174, 	 100.619
7, 	 384,	 0.49120,	 12.730, 	 137.147, 	 97.573, 	 0.688, 	 1.296, 	 1.984, 	 3.224, 	 139.131, 	 100.797
7, 	 384,	 0.49065,	 12.730, 	 137.247, 	 97.573, 	 0.550, 	 1.342, 	 1.892, 	 3.403, 	 139.138, 	 100.976
7, 	 384,	 0.49009,	 12.730, 	 137.346, 	 97.573, 	 0.435, 	 1.402, 	 1.837, 	 3.585, 	 139.184, 	 101.158

7, 	 384,	 0.49397,	 12.873, 	 136.650, 	 97.573, 	 1.232, 	 1.285, 	 2.517, 	 3.223, 	 139.167, 	 100.795
7, 	 384,	 0.49341,	 12.873, 	 136.749, 	 97.573, 	 1.016, 	 1.314, 	 2.331, 	 3.403, 	 139.080, 	 100.976
7, 	 384,	 0.49286,	 12.873, 	 136.848, 	 97.573, 	 0.828, 	 1.327, 	 2.155, 	 3.586, 	 139.003, 	 101.158
7, 	 384,	 0.49231,	 12.873, 	 136.948, 	 97.573, 	 0.667, 	 1.347, 	 2.013, 	 3.770, 	 138.961, 	 101.343
7, 	 384,	 0.49176,	 12.873, 	 137.047, 	 97.573, 	 0.531, 	 1.358, 	 1.889, 	 3.957, 	 138.936, 	 101.529
7, 	 384,	 0.49120,	 12.873, 	 137.147, 	 97.573, 	 0.420, 	 1.393, 	 1.813, 	 4.144, 	 138.960, 	 101.717
7, 	 384,	 0.49065,	 12.873, 	 137.247, 	 97.573, 	 0.329, 	 1.404, 	 1.732, 	 4.334, 	 138.979, 	 101.906

7, 	 384,	 0.49507,	 13.015, 	 136.453, 	 97.573, 	 1.200, 	 1.318, 	 2.518, 	 3.767, 	 138.971, 	 101.340
7, 	 384,	 0.49452,	 13.015, 	 136.552, 	 97.573, 	 0.988, 	 1.297, 	 2.284, 	 3.955, 	 138.836, 	 101.527
7, 	 384,	 0.49397,	 13.015, 	 136.650, 	 97.573, 	 0.803, 	 1.309, 	 2.113, 	 4.143, 	 138.763, 	 101.716
7, 	 384,	 0.49341,	 13.015, 	 136.749, 	 97.573, 	 0.646, 	 1.399, 	 2.044, 	 4.333, 	 138.794, 	 101.906
7, 	 384,	 0.49286,	 13.015, 	 136.848, 	 97.573, 	 0.514, 	 1.387, 	 1.900, 	 4.524, 	 138.749, 	 102.097
7, 	 384,	 0.49231,	 13.015, 	 136.948, 	 97.573, 	 0.405, 	 1.421, 	 1.826, 	 4.716, 	 138.774, 	 102.289
7, 	 384,	 0.49176,	 13.015, 	 137.047, 	 97.573, 	 0.317, 	 1.412, 	 1.729, 	 4.909, 	 138.777, 	 102.482

7, 	 384,	 0.49617,	 13.158, 	 136.257, 	 97.573, 	 1.169, 	 1.331, 	 2.500, 	 4.329, 	 138.757, 	 101.901
7, 	 384,	 0.49562,	 13.158, 	 136.355, 	 97.573, 	 0.960, 	 1.338, 	 2.298, 	 4.521, 	 138.653, 	 102.093
7, 	 384,	 0.49507,	 13.158, 	 136.453, 	 97.573, 	 0.779, 	 1.395, 	 2.174, 	 4.713, 	 138.627, 	 102.286
7, 	 384,	 0.49452,	 13.158, 	 136.552, 	 97.573, 	 0.625, 	 1.408, 	 2.034, 	 4.907, 	 138.585, 	 102.480
7, 	 384,	 0.49397,	 13.158, 	 136.650, 	 97.573, 	 0.497, 	 1.396, 	 1.893, 	 5.102, 	 138.543, 	 102.675
7, 	 384,	 0.49341,	 13.158, 	 136.749, 	 97.573, 	 0.391, 	 1.482, 	 1.873, 	 5.297, 	 138.622, 	 102.870
7, 	 384,	 0.49286,	 13.158, 	 136.848, 	 97.573, 	 0.306, 	 1.546, 	 1.852, 	 5.493, 	 138.700, 	 103.065

7, 	 384,	 0.49781,	 13.301, 	 135.965, 	 97.573, 	 1.370, 	 1.351, 	 2.721, 	 4.706, 	 138.686, 	 102.279
7, 	 384,	 0.49727,	 13.301, 	 136.062, 	 97.573, 	 1.138, 	 1.371, 	 2.509, 	 4.901, 	 138.570, 	 102.474
7, 	 384,	 0.49672,	 13.301, 	 136.159, 	 97.573, 	 0.933, 	 1.378, 	 2.311, 	 5.096, 	 138.471, 	 102.669
7, 	 384,	 0.49617,	 13.301, 	 136.257, 	 97.573, 	 0.756, 	 1.437, 	 2.193, 	 5.292, 	 138.450, 	 102.865
7, 	 384,	 0.49562,	 13.301, 	 136.355, 	 97.573, 	 0.606, 	 1.462, 	 2.068, 	 5.489, 	 138.423, 	 103.062
7, 	 384,	 0.49507,	 13.301, 	 136.453, 	 97.573, 	 0.481, 	 1.509, 	 1.990, 	 5.686, 	 138.443, 	 103.259
7, 	 384,	 0.49452,	 13.301, 	 136.552, 	 97.573, 	 0.378, 	 1.542, 	 1.920, 	 5.883, 	 138.472, 	 103.456

7, 	 384,	 0.49891,	 13.444, 	 135.773, 	 97.573, 	 1.335, 	 1.370, 	 2.706, 	 5.284, 	 138.479, 	 102.856
7, 	 384,	 0.49836,	 13.444, 	 135.869, 	 97.573, 	 1.107, 	 1.453, 	 2.560, 	 5.481, 	 138.429, 	 103.054
7, 	 384,	 0.49781,	 13.444, 	 135.965, 	 97.573, 	 0.907, 	 1.475, 	 2.381, 	 5.679, 	 138.346, 	 103.251
7, 	 384,	 0.49727,	 13.444, 	 136.062, 	 97.573, 	 0.734, 	 1.472, 	 2.206, 	 5.877, 	 138.268, 	 103.450
7, 	 384,	 0.49672,	 13.444, 	 136.159, 	 97.573, 	 0.587, 	 1.450, 	 2.037, 	 6.075, 	 138.197, 	 103.648
7, 	 384,	 0.49617,	 13.444, 	 136.257, 	 97.573, 	 0.465, 	 1.482, 	 1.947, 	 6.274, 	 138.204, 	 103.847
7, 	 384,	 0.49562,	 13.444, 	 136.355, 	 97.573, 	 0.365, 	 1.576, 	 1.941, 	 6.473, 	 138.296, 	 104.045

7, 	 384,	 0.49945,	 13.587, 	 135.678, 	 97.573, 	 1.077, 	 1.429, 	 2.506, 	 6.065, 	 138.184, 	 103.638
7, 	 384,	 0.49891,	 13.587, 	 135.773, 	 97.573, 	 0.880, 	 1.502, 	 2.383, 	 6.265, 	 138.156, 	 103.838
7, 	 384,	 0.49836,	 13.587, 	 135.869, 	 97.573, 	 0.711, 	 1.436, 	 2.148, 	 6.465, 	 138.017, 	 104.037
7, 	 384,	 0.49781,	 13.587, 	 135.965, 	 97.573, 	 0.568, 	 1.529, 	 2.097, 	 6.664, 	 138.063, 	 104.237
7, 	 384,	 0.49727,	 13.587, 	 136.062, 	 97.573, 	 0.450, 	 1.528, 	 1.977, 	 6.864, 	 138.039, 	 104.437

7, 	 384,	 0.50109,	 13.730, 	 135.398, 	 97.573, 	 1.265, 	 1.487, 	 2.752, 	 6.452, 	 138.150, 	 104.025
7, 	 384,	 0.50055,	 13.730, 	 135.490, 	 97.573, 	 1.046, 	 1.537, 	 2.584, 	 6.653, 	 138.074, 	 104.226
7, 	 384,	 0.50000,	 13.730, 	 135.584, 	 97.573, 	 0.854, 	 1.526, 	 2.380, 	 6.854, 	 137.964, 	 104.427
7, 	 384,	 0.49945,	 13.730, 	 135.678, 	 97.573, 	 0.689, 	 1.546, 	 2.235, 	 7.055, 	 137.914, 	 104.627
7, 	 384,	 0.49891,	 13.730, 	 135.773, 	 97.573, 	 0.550, 	 1.580, 	 2.130, 	 7.256, 	 137.903, 	 104.828
7, 	 384,	 0.49836,	 13.730, 	 135.869, 	 97.573, 	 0.435, 	 1.551, 	 1.986, 	 7.456, 	 137.855, 	 105.029
7, 	 384,	 0.49781,	 13.730, 	 135.965, 	 97.573, 	 0.341, 	 1.648, 	 1.989, 	 7.657, 	 137.954, 	 105.230
7, 	 384,	 0.49727,	 13.730, 	 136.062, 	 97.573, 	 0.265, 	 1.647, 	 1.912, 	 7.858, 	 137.974, 	 105.431

7, 	 384,	 0.50272,	 13.873, 	 135.128, 	 97.573, 	 1.469, 	 1.464, 	 2.933, 	 6.839, 	 138.061, 	 104.412
7, 	 384,	 0.50218,	 13.873, 	 135.217, 	 97.573, 	 1.229, 	 1.533, 	 2.762, 	 7.041, 	 137.979, 	 104.614
7, 	 384,	 0.50163,	 13.873, 	 135.307, 	 97.573, 	 1.015, 	 1.554, 	 2.569, 	 7.242, 	 137.876, 	 104.815
7, 	 384,	 0.50109,	 13.873, 	 135.398, 	 97.573, 	 0.828, 	 1.552, 	 2.380, 	 7.444, 	 137.778, 	 105.017
7, 	 384,	 0.50055,	 13.873, 	 135.490, 	 97.573, 	 0.667, 	 1.593, 	 2.260, 	 7.646, 	 137.751, 	 105.219
7, 	 384,	 0.50000,	 13.873, 	 135.584, 	 97.573, 	 0.532, 	 1.601, 	 2.133, 	 7.848, 	 137.717, 	 105.420
7, 	 384,	 0.49945,	 13.873, 	 135.678, 	 97.573, 	 0.420, 	 1.698, 	 2.119, 	 8.049, 	 137.797, 	 105.622
7, 	 384,	 0.49891,	 13.873, 	 135.773, 	 97.573, 	 0.329, 	 1.666, 	 1.995, 	 8.251, 	 137.769, 	 105.824

7, 	 384,	 0.50326,	 14.015, 	 135.041, 	 97.573, 	 1.190, 	 1.573, 	 2.763, 	 7.630, 	 137.804, 	 105.203
