m, 	 n, 	 a, 		 B, 		 Tb, 		 Mb, 		 COx, 		 POx, 		 TOx, 		 MOx, 		 Tt, 		 Mt
6, 	 384,	 0.50163,	 13.685, 	 135.307, 	 97.573, 	 14.882, 	 0.395, 	 15.278, 	 0.007, 	 150.584, 	 97.579
6, 	 384,	 0.49507,	 13.685, 	 136.453, 	 97.573, 	 10.087, 	 0.508, 	 10.595, 	 0.035, 	 147.048, 	 97.608
6, 	 384,	 0.49452,	 13.685, 	 136.552, 	 97.573, 	 9.687, 	 0.510, 	 10.197, 	 0.040, 	 146.749, 	 97.613
6, 	 384,	 0.49397,	 13.685, 	 136.650, 	 97.573, 	 9.287, 	 0.519, 	 9.806, 	 0.046, 	 146.456, 	 97.619
6, 	 384,	 0.49341,	 13.685, 	 136.749, 	 97.573, 	 8.888, 	 0.540, 	 9.428, 	 0.053, 	 146.178, 	 97.626
6, 	 384,	 0.49286,	 13.685, 	 136.848, 	 97.573, 	 8.489, 	 0.541, 	 9.030, 	 0.061, 	 145.878, 	 97.634
6, 	 384,	 0.49231,	 13.685, 	 136.948, 	 97.573, 	 8.090, 	 0.540, 	 8.630, 	 0.070, 	 145.578, 	 97.642
6, 	 384,	 0.49176,	 13.685, 	 137.047, 	 97.573, 	 7.692, 	 0.582, 	 8.274, 	 0.080, 	 145.321, 	 97.652
6, 	 384,	 0.49120,	 13.685, 	 137.147, 	 97.573, 	 7.295, 	 0.591, 	 7.887, 	 0.091, 	 145.034, 	 97.664
6, 	 384,	 0.49065,	 13.685, 	 137.247, 	 97.573, 	 6.899, 	 0.592, 	 7.492, 	 0.104, 	 144.738, 	 97.677
6, 	 384,	 0.49009,	 13.685, 	 137.346, 	 97.573, 	 6.504, 	 0.602, 	 7.106, 	 0.119, 	 144.453, 	 97.692
6, 	 384,	 0.48954,	 13.685, 	 137.446, 	 97.573, 	 6.111, 	 0.630, 	 6.741, 	 0.136, 	 144.187, 	 97.709
6, 	 384,	 0.48898,	 13.685, 	 137.546, 	 97.573, 	 5.719, 	 0.629, 	 6.348, 	 0.155, 	 143.894, 	 97.728
6, 	 384,	 0.48842,	 13.685, 	 137.646, 	 97.573, 	 5.330, 	 0.647, 	 5.978, 	 0.176, 	 143.624, 	 97.749
6, 	 384,	 0.48787,	 13.685, 	 137.746, 	 97.573, 	 4.944, 	 0.639, 	 5.582, 	 0.201, 	 143.329, 	 97.774
6, 	 384,	 0.48731,	 13.685, 	 137.846, 	 97.573, 	 4.561, 	 0.673, 	 5.234, 	 0.228, 	 143.081, 	 97.801
6, 	 384,	 0.48675,	 13.685, 	 137.947, 	 97.573, 	 4.184, 	 0.657, 	 4.840, 	 0.259, 	 142.787, 	 97.832
6, 	 384,	 0.48619,	 13.685, 	 138.047, 	 97.573, 	 3.812, 	 0.696, 	 4.507, 	 0.293, 	 142.554, 	 97.866
6, 	 384,	 0.48563,	 13.685, 	 138.147, 	 97.573, 	 3.448, 	 0.703, 	 4.151, 	 0.332, 	 142.298, 	 97.905
6, 	 384,	 0.48507,	 13.685, 	 138.247, 	 97.573, 	 3.093, 	 0.739, 	 3.831, 	 0.375, 	 142.079, 	 97.948
6, 	 384,	 0.48451,	 13.685, 	 138.348, 	 97.573, 	 2.749, 	 0.734, 	 3.483, 	 0.423, 	 141.831, 	 97.996
6, 	 384,	 0.48395,	 13.685, 	 138.448, 	 97.573, 	 2.420, 	 0.758, 	 3.178, 	 0.476, 	 141.626, 	 98.048
6, 	 384,	 0.48339,	 13.685, 	 138.548, 	 97.573, 	 2.108, 	 0.756, 	 2.864, 	 0.534, 	 141.412, 	 98.107
6, 	 384,	 0.48283,	 13.685, 	 138.649, 	 97.573, 	 1.815, 	 0.801, 	 2.616, 	 0.598, 	 141.265, 	 98.171
6, 	 384,	 0.48227,	 13.685, 	 138.749, 	 97.573, 	 1.544, 	 0.792, 	 2.336, 	 0.668, 	 141.085, 	 98.241
6, 	 384,	 0.48170,	 13.685, 	 138.850, 	 97.573, 	 1.297, 	 0.794, 	 2.091, 	 0.744, 	 140.941, 	 98.317
6, 	 384,	 0.48114,	 13.685, 	 138.950, 	 97.573, 	 1.077, 	 0.801, 	 1.878, 	 0.826, 	 140.828, 	 98.399
6, 	 384,	 0.48058,	 13.685, 	 139.050, 	 97.573, 	 0.883, 	 0.821, 	 1.704, 	 0.916, 	 140.755, 	 98.488
6, 	 384,	 0.48001,	 13.685, 	 139.151, 	 97.573, 	 0.717, 	 0.879, 	 1.595, 	 1.011, 	 140.746, 	 98.584
6, 	 384,	 0.47945,	 13.685, 	 139.251, 	 97.573, 	 0.575, 	 0.868, 	 1.443, 	 1.113, 	 140.695, 	 98.686
6, 	 384,	 0.47888,	 13.685, 	 139.352, 	 97.573, 	 0.458, 	 0.885, 	 1.342, 	 1.222, 	 140.694, 	 98.795
6, 	 384,	 0.47831,	 13.685, 	 139.452, 	 97.573, 	 0.361, 	 0.922, 	 1.283, 	 1.337, 	 140.736, 	 98.910
6, 	 384,	 0.47775,	 13.685, 	 139.553, 	 97.573, 	 0.283, 	 0.936, 	 1.219, 	 1.459, 	 140.772, 	 99.031

6, 	 384,	 0.50326,	 13.851, 	 135.041, 	 97.573, 	 15.235, 	 0.404, 	 15.639, 	 0.009, 	 150.681, 	 97.581
6, 	 384,	 0.50272,	 13.851, 	 135.128, 	 97.573, 	 14.841, 	 0.408, 	 15.249, 	 0.010, 	 150.377, 	 97.583
6, 	 384,	 0.50218,	 13.851, 	 135.217, 	 97.573, 	 14.446, 	 0.423, 	 14.869, 	 0.011, 	 150.086, 	 97.584
6, 	 384,	 0.50163,	 13.851, 	 135.307, 	 97.573, 	 14.049, 	 0.406, 	 14.455, 	 0.013, 	 149.761, 	 97.586
6, 	 384,	 0.50109,	 13.851, 	 135.398, 	 97.573, 	 13.652, 	 0.435, 	 14.086, 	 0.015, 	 149.484, 	 97.588
6, 	 384,	 0.50055,	 13.851, 	 135.490, 	 97.573, 	 13.253, 	 0.440, 	 13.694, 	 0.017, 	 149.184, 	 97.590
6, 	 384,	 0.50000,	 13.851, 	 135.584, 	 97.573, 	 12.855, 	 0.452, 	 13.307, 	 0.020, 	 148.891, 	 97.593
6, 	 384,	 0.49945,	 13.851, 	 135.678, 	 97.573, 	 12.455, 	 0.466, 	 12.921, 	 0.023, 	 148.600, 	 97.596
6, 	 384,	 0.49891,	 13.851, 	 135.773, 	 97.573, 	 12.056, 	 0.459, 	 12.515, 	 0.026, 	 148.288, 	 97.599
6, 	 384,	 0.49836,	 13.851, 	 135.869, 	 97.573, 	 11.656, 	 0.467, 	 12.122, 	 0.030, 	 147.991, 	 97.603
6, 	 384,	 0.49781,	 13.851, 	 135.965, 	 97.573, 	 11.255, 	 0.500, 	 11.755, 	 0.035, 	 147.720, 	 97.608
6, 	 384,	 0.49727,	 13.851, 	 136.062, 	 97.573, 	 10.855, 	 0.489, 	 11.344, 	 0.040, 	 147.406, 	 97.613
6, 	 384,	 0.49672,	 13.851, 	 136.159, 	 97.573, 	 10.455, 	 0.507, 	 10.962, 	 0.046, 	 147.121, 	 97.619
6, 	 384,	 0.49617,	 13.851, 	 136.257, 	 97.573, 	 10.055, 	 0.528, 	 10.583, 	 0.053, 	 146.840, 	 97.626
6, 	 384,	 0.49562,	 13.851, 	 136.355, 	 97.573, 	 9.654, 	 0.530, 	 10.185, 	 0.061, 	 146.539, 	 97.633
6, 	 384,	 0.49507,	 13.851, 	 136.453, 	 97.573, 	 9.255, 	 0.534, 	 9.789, 	 0.069, 	 146.242, 	 97.642
6, 	 384,	 0.49452,	 13.851, 	 136.552, 	 97.573, 	 8.855, 	 0.517, 	 9.372, 	 0.080, 	 145.923, 	 97.652
6, 	 384,	 0.49397,	 13.851, 	 136.650, 	 97.573, 	 8.456, 	 0.563, 	 9.019, 	 0.091, 	 145.669, 	 97.664
6, 	 384,	 0.49341,	 13.851, 	 136.749, 	 97.573, 	 8.057, 	 0.562, 	 8.619, 	 0.104, 	 145.368, 	 97.677
6, 	 384,	 0.49286,	 13.851, 	 136.848, 	 97.573, 	 7.659, 	 0.570, 	 8.228, 	 0.119, 	 145.077, 	 97.692
6, 	 384,	 0.49231,	 13.851, 	 136.948, 	 97.573, 	 7.261, 	 0.612, 	 7.873, 	 0.136, 	 144.821, 	 97.709
6, 	 384,	 0.49176,	 13.851, 	 137.047, 	 97.573, 	 6.865, 	 0.608, 	 7.472, 	 0.155, 	 144.519, 	 97.728
6, 	 384,	 0.49120,	 13.851, 	 137.147, 	 97.573, 	 6.469, 	 0.645, 	 7.114, 	 0.177, 	 144.261, 	 97.750
6, 	 384,	 0.49065,	 13.851, 	 137.247, 	 97.573, 	 6.075, 	 0.631, 	 6.706, 	 0.201, 	 143.953, 	 97.774
6, 	 384,	 0.49009,	 13.851, 	 137.346, 	 97.573, 	 5.683, 	 0.645, 	 6.329, 	 0.229, 	 143.675, 	 97.802
6, 	 384,	 0.48954,	 13.851, 	 137.446, 	 97.573, 	 5.294, 	 0.657, 	 5.951, 	 0.260, 	 143.397, 	 97.833
6, 	 384,	 0.48898,	 13.851, 	 137.546, 	 97.573, 	 4.907, 	 0.689, 	 5.597, 	 0.295, 	 143.143, 	 97.868
6, 	 384,	 0.48842,	 13.851, 	 137.646, 	 97.573, 	 4.525, 	 0.694, 	 5.218, 	 0.334, 	 142.865, 	 97.906
6, 	 384,	 0.48787,	 13.851, 	 137.746, 	 97.573, 	 4.147, 	 0.697, 	 4.844, 	 0.377, 	 142.590, 	 97.950
6, 	 384,	 0.48731,	 13.851, 	 137.846, 	 97.573, 	 3.775, 	 0.710, 	 4.485, 	 0.425, 	 142.331, 	 97.998
6, 	 384,	 0.48675,	 13.851, 	 137.947, 	 97.573, 	 3.411, 	 0.742, 	 4.153, 	 0.478, 	 142.100, 	 98.051
6, 	 384,	 0.48619,	 13.851, 	 138.047, 	 97.573, 	 3.057, 	 0.757, 	 3.813, 	 0.537, 	 141.860, 	 98.110
6, 	 384,	 0.48563,	 13.851, 	 138.147, 	 97.573, 	 2.714, 	 0.790, 	 3.504, 	 0.602, 	 141.651, 	 98.175
6, 	 384,	 0.48507,	 13.851, 	 138.247, 	 97.573, 	 2.386, 	 0.795, 	 3.180, 	 0.672, 	 141.428, 	 98.245
6, 	 384,	 0.48451,	 13.851, 	 138.348, 	 97.573, 	 2.075, 	 0.787, 	 2.862, 	 0.749, 	 141.209, 	 98.322
6, 	 384,	 0.48395,	 13.851, 	 138.448, 	 97.573, 	 1.783, 	 0.826, 	 2.609, 	 0.833, 	 141.057, 	 98.406
6, 	 384,	 0.48339,	 13.851, 	 138.548, 	 97.573, 	 1.515, 	 0.851, 	 2.366, 	 0.923, 	 140.914, 	 98.496
6, 	 384,	 0.48283,	 13.851, 	 138.649, 	 97.573, 	 1.271, 	 0.835, 	 2.105, 	 1.019, 	 140.754, 	 98.592
6, 	 384,	 0.48227,	 13.851, 	 138.749, 	 97.573, 	 1.053, 	 0.859, 	 1.912, 	 1.123, 	 140.661, 	 98.695
6, 	 384,	 0.48170,	 13.851, 	 138.850, 	 97.573, 	 0.862, 	 0.866, 	 1.728, 	 1.232, 	 140.578, 	 98.805
6, 	 384,	 0.48114,	 13.851, 	 138.950, 	 97.573, 	 0.698, 	 0.893, 	 1.592, 	 1.349, 	 140.542, 	 98.921
6, 	 384,	 0.48058,	 13.851, 	 139.050, 	 97.573, 	 0.560, 	 0.911, 	 1.471, 	 1.471, 	 140.522, 	 99.044
6, 	 384,	 0.48001,	 13.851, 	 139.151, 	 97.573, 	 0.445, 	 0.935, 	 1.380, 	 1.600, 	 140.531, 	 99.173
6, 	 384,	 0.47945,	 13.851, 	 139.251, 	 97.573, 	 0.351, 	 0.962, 	 1.312, 	 1.734, 	 140.564, 	 99.307

6, 	 384,	 0.48395,	 14.018, 	 138.448, 	 97.573, 	 1.245, 	 0.874, 	 2.119, 	 1.357, 	 140.567, 	 98.930
6, 	 384,	 0.48339,	 14.018, 	 138.548, 	 97.573, 	 1.030, 	 0.865, 	 1.895, 	 1.481, 	 140.444, 	 99.054
6, 	 384,	 0.48283,	 14.018, 	 138.649, 	 97.573, 	 0.842, 	 0.885, 	 1.727, 	 1.611, 	 140.376, 	 99.183
6, 	 384,	 0.48227,	 14.018, 	 138.749, 	 97.573, 	 0.681, 	 0.928, 	 1.609, 	 1.746, 	 140.358, 	 99.319
6, 	 384,	 0.48170,	 14.018, 	 138.850, 	 97.573, 	 0.545, 	 0.947, 	 1.492, 	 1.887, 	 140.342, 	 99.460
6, 	 384,	 0.48114,	 14.018, 	 138.950, 	 97.573, 	 0.432, 	 0.947, 	 1.380, 	 2.033, 	 140.330, 	 99.606
6, 	 384,	 0.48058,	 14.018, 	 139.050, 	 97.573, 	 0.340, 	 0.977, 	 1.318, 	 2.184, 	 140.368, 	 99.757
6, 	 384,	 0.48001,	 14.018, 	 139.151, 	 97.573, 	 0.266, 	 1.012, 	 1.278, 	 2.340, 	 140.429, 	 99.913

6, 	 384,	 0.48507,	 14.185, 	 138.247, 	 97.573, 	 1.221, 	 0.901, 	 2.122, 	 1.755, 	 140.369, 	 99.328
6, 	 384,	 0.48451,	 14.185, 	 138.348, 	 97.573, 	 1.009, 	 0.932, 	 1.941, 	 1.897, 	 140.288, 	 99.470
6, 	 384,	 0.48395,	 14.185, 	 138.448, 	 97.573, 	 0.823, 	 0.967, 	 1.790, 	 2.044, 	 140.238, 	 99.617
6, 	 384,	 0.48339,	 14.185, 	 138.548, 	 97.573, 	 0.665, 	 0.983, 	 1.647, 	 2.196, 	 140.196, 	 99.769
6, 	 384,	 0.48283,	 14.185, 	 138.649, 	 97.573, 	 0.531, 	 0.944, 	 1.475, 	 2.353, 	 140.123, 	 99.925
6, 	 384,	 0.48227,	 14.185, 	 138.749, 	 97.573, 	 0.421, 	 1.022, 	 1.443, 	 2.513, 	 140.192, 	 100.086
6, 	 384,	 0.48170,	 14.185, 	 138.850, 	 97.573, 	 0.331, 	 1.020, 	 1.351, 	 2.678, 	 140.201, 	 100.250

6, 	 384,	 0.48619,	 14.351, 	 138.047, 	 97.573, 	 1.198, 	 0.929, 	 2.127, 	 2.205, 	 140.174, 	 99.777
6, 	 384,	 0.48563,	 14.351, 	 138.147, 	 97.573, 	 0.988, 	 0.932, 	 1.919, 	 2.362, 	 140.066, 	 99.935
6, 	 384,	 0.48507,	 14.351, 	 138.247, 	 97.573, 	 0.805, 	 0.970, 	 1.775, 	 2.524, 	 140.023, 	 100.096
6, 	 384,	 0.48451,	 14.351, 	 138.348, 	 97.573, 	 0.649, 	 0.993, 	 1.642, 	 2.689, 	 139.989, 	 100.262
6, 	 384,	 0.48395,	 14.351, 	 138.448, 	 97.573, 	 0.518, 	 0.989, 	 1.506, 	 2.858, 	 139.954, 	 100.431
6, 	 384,	 0.48339,	 14.351, 	 138.548, 	 97.573, 	 0.410, 	 1.009, 	 1.419, 	 3.029, 	 139.967, 	 100.602
6, 	 384,	 0.48283,	 14.351, 	 138.649, 	 97.573, 	 0.322, 	 1.056, 	 1.378, 	 3.204, 	 140.026, 	 100.777

6, 	 384,	 0.48787,	 14.518, 	 137.746, 	 97.573, 	 1.410, 	 0.947, 	 2.358, 	 2.530, 	 140.104, 	 100.103
6, 	 384,	 0.48731,	 14.518, 	 137.846, 	 97.573, 	 1.176, 	 0.959, 	 2.134, 	 2.697, 	 139.981, 	 100.269
6, 	 384,	 0.48675,	 14.518, 	 137.947, 	 97.573, 	 0.968, 	 0.967, 	 1.935, 	 2.866, 	 139.882, 	 100.439
6, 	 384,	 0.48619,	 14.518, 	 138.047, 	 97.573, 	 0.788, 	 0.996, 	 1.784, 	 3.039, 	 139.830, 	 100.612
6, 	 384,	 0.48563,	 14.518, 	 138.147, 	 97.573, 	 0.634, 	 1.028, 	 1.662, 	 3.214, 	 139.809, 	 100.787
6, 	 384,	 0.48507,	 14.518, 	 138.247, 	 97.573, 	 0.505, 	 1.053, 	 1.559, 	 3.392, 	 139.806, 	 100.965
6, 	 384,	 0.48451,	 14.518, 	 138.348, 	 97.573, 	 0.399, 	 1.038, 	 1.437, 	 3.573, 	 139.784, 	 101.145
6, 	 384,	 0.48395,	 14.518, 	 138.448, 	 97.573, 	 0.313, 	 1.081, 	 1.394, 	 3.755, 	 139.842, 	 101.327
6, 	 384,	 0.48339,	 14.518, 	 138.548, 	 97.573, 	 0.244, 	 1.097, 	 1.341, 	 3.938, 	 139.890, 	 101.511

6, 	 384,	 0.48898,	 14.685, 	 137.546, 	 97.573, 	 1.387, 	 0.982, 	 2.369, 	 3.045, 	 139.915, 	 100.618
6, 	 384,	 0.48842,	 14.685, 	 137.646, 	 97.573, 	 1.154, 	 0.972, 	 2.126, 	 3.221, 	 139.772, 	 100.794
6, 	 384,	 0.48787,	 14.685, 	 137.746, 	 97.573, 	 0.949, 	 1.030, 	 1.979, 	 3.400, 	 139.725, 	 100.973
6, 	 384,	 0.48731,	 14.685, 	 137.846, 	 97.573, 	 0.771, 	 1.027, 	 1.798, 	 3.581, 	 139.645, 	 101.154
6, 	 384,	 0.48675,	 14.685, 	 137.947, 	 97.573, 	 0.620, 	 1.070, 	 1.690, 	 3.764, 	 139.637, 	 101.337
6, 	 384,	 0.48619,	 14.685, 	 138.047, 	 97.573, 	 0.493, 	 1.071, 	 1.565, 	 3.948, 	 139.611, 	 101.521
6, 	 384,	 0.48563,	 14.685, 	 138.147, 	 97.573, 	 0.389, 	 1.077, 	 1.467, 	 4.135, 	 139.614, 	 101.707
6, 	 384,	 0.48507,	 14.685, 	 138.247, 	 97.573, 	 0.305, 	 1.108, 	 1.413, 	 4.322, 	 139.660, 	 101.895

6, 	 384,	 0.49009,	 14.851, 	 137.346, 	 97.573, 	 1.364, 	 1.019, 	 2.383, 	 3.585, 	 139.730, 	 101.158
6, 	 384,	 0.48954,	 14.851, 	 137.446, 	 97.573, 	 1.134, 	 1.005, 	 2.139, 	 3.769, 	 139.586, 	 101.342
6, 	 384,	 0.48898,	 14.851, 	 137.546, 	 97.573, 	 0.931, 	 1.032, 	 1.963, 	 3.955, 	 139.509, 	 101.527
6, 	 384,	 0.48842,	 14.851, 	 137.646, 	 97.573, 	 0.755, 	 1.056, 	 1.811, 	 4.142, 	 139.457, 	 101.714
6, 	 384,	 0.48787,	 14.851, 	 137.746, 	 97.573, 	 0.606, 	 1.100, 	 1.706, 	 4.330, 	 139.452, 	 101.903
6, 	 384,	 0.48731,	 14.851, 	 137.846, 	 97.573, 	 0.482, 	 1.107, 	 1.589, 	 4.519, 	 139.435, 	 102.092
6, 	 384,	 0.48675,	 14.851, 	 137.947, 	 97.573, 	 0.380, 	 1.143, 	 1.523, 	 4.710, 	 139.469, 	 102.283
6, 	 384,	 0.48619,	 14.851, 	 138.047, 	 97.573, 	 0.297, 	 1.164, 	 1.461, 	 4.901, 	 139.508, 	 102.474

6, 	 384,	 0.49120,	 15.018, 	 137.147, 	 97.573, 	 1.343, 	 1.061, 	 2.403, 	 4.144, 	 139.550, 	 101.717
6, 	 384,	 0.49065,	 15.018, 	 137.247, 	 97.573, 	 1.114, 	 1.057, 	 2.172, 	 4.334, 	 139.418, 	 101.906
6, 	 384,	 0.49009,	 15.018, 	 137.346, 	 97.573, 	 0.914, 	 1.041, 	 1.954, 	 4.524, 	 139.301, 	 102.097
6, 	 384,	 0.48954,	 15.018, 	 137.446, 	 97.573, 	 0.740, 	 1.128, 	 1.868, 	 4.715, 	 139.315, 	 102.288
6, 	 384,	 0.48898,	 15.018, 	 137.546, 	 97.573, 	 0.593, 	 1.085, 	 1.678, 	 4.907, 	 139.224, 	 102.480
6, 	 384,	 0.48842,	 15.018, 	 137.646, 	 97.573, 	 0.471, 	 1.157, 	 1.628, 	 5.100, 	 139.274, 	 102.673
6, 	 384,	 0.48787,	 15.018, 	 137.746, 	 97.573, 	 0.371, 	 1.153, 	 1.524, 	 5.294, 	 139.270, 	 102.866

6, 	 384,	 0.49231,	 15.185, 	 136.948, 	 97.573, 	 1.322, 	 1.066, 	 2.388, 	 4.716, 	 139.336, 	 102.289
6, 	 384,	 0.49176,	 15.185, 	 137.047, 	 97.573, 	 1.096, 	 1.080, 	 2.176, 	 4.909, 	 139.223, 	 102.482
6, 	 384,	 0.49120,	 15.185, 	 137.147, 	 97.573, 	 0.897, 	 1.105, 	 2.002, 	 5.103, 	 139.149, 	 102.676
6, 	 384,	 0.49065,	 15.185, 	 137.247, 	 97.573, 	 0.726, 	 1.133, 	 1.859, 	 5.297, 	 139.106, 	 102.870
6, 	 384,	 0.49009,	 15.185, 	 137.346, 	 97.573, 	 0.581, 	 1.158, 	 1.739, 	 5.492, 	 139.086, 	 103.065
6, 	 384,	 0.48954,	 15.185, 	 137.446, 	 97.573, 	 0.461, 	 1.166, 	 1.627, 	 5.687, 	 139.073, 	 103.260
6, 	 384,	 0.48898,	 15.185, 	 137.546, 	 97.573, 	 0.362, 	 1.223, 	 1.585, 	 5.883, 	 139.131, 	 103.456
6, 	 384,	 0.48842,	 15.185, 	 137.646, 	 97.573, 	 0.283, 	 1.226, 	 1.509, 	 6.079, 	 139.155, 	 103.652

6, 	 384,	 0.49341,	 15.351, 	 136.749, 	 97.573, 	 1.302, 	 1.101, 	 2.402, 	 5.297, 	 139.152, 	 102.870
6, 	 384,	 0.49286,	 15.351, 	 136.848, 	 97.573, 	 1.078, 	 1.111, 	 2.189, 	 5.493, 	 139.037, 	 103.065
6, 	 384,	 0.49231,	 15.351, 	 136.948, 	 97.573, 	 0.881, 	 1.126, 	 2.007, 	 5.689, 	 138.955, 	 103.261
6, 	 384,	 0.49176,	 15.351, 	 137.047, 	 97.573, 	 0.712, 	 1.172, 	 1.884, 	 5.885, 	 138.931, 	 103.458
6, 	 384,	 0.49120,	 15.351, 	 137.147, 	 97.573, 	 0.569, 	 1.194, 	 1.764, 	 6.082, 	 138.910, 	 103.655
6, 	 384,	 0.49065,	 15.351, 	 137.247, 	 97.573, 	 0.451, 	 1.271, 	 1.722, 	 6.279, 	 138.969, 	 103.852
6, 	 384,	 0.49009,	 15.351, 	 137.346, 	 97.573, 	 0.354, 	 1.195, 	 1.549, 	 6.476, 	 138.895, 	 104.049
6, 	 384,	 0.48954,	 15.351, 	 137.446, 	 97.573, 	 0.276, 	 1.254, 	 1.531, 	 6.673, 	 138.977, 	 104.246
6, 	 384,	 0.48898,	 15.351, 	 137.546, 	 97.573, 	 0.214, 	 1.306, 	 1.520, 	 6.871, 	 139.066, 	 104.444

6, 	 384,	 0.49452,	 15.518, 	 136.552, 	 97.573, 	 1.282, 	 1.144, 	 2.426, 	 5.883, 	 138.978, 	 103.456
6, 	 384,	 0.49397,	 15.518, 	 136.650, 	 97.573, 	 1.060, 	 1.144, 	 2.204, 	 6.081, 	 138.855, 	 103.653
6, 	 384,	 0.49341,	 15.518, 	 136.749, 	 97.573, 	 0.866, 	 1.210, 	 2.076, 	 6.278, 	 138.826, 	 103.851
6, 	 384,	 0.49286,	 15.518, 	 136.848, 	 97.573, 	 0.699, 	 1.207, 	 1.906, 	 6.476, 	 138.755, 	 104.049
6, 	 384,	 0.49231,	 15.518, 	 136.948, 	 97.573, 	 0.558, 	 1.241, 	 1.800, 	 6.675, 	 138.748, 	 104.247
6, 	 384,	 0.49176,	 15.518, 	 137.047, 	 97.573, 	 0.442, 	 1.246, 	 1.688, 	 6.873, 	 138.735, 	 104.446
6, 	 384,	 0.49120,	 15.518, 	 137.147, 	 97.573, 	 0.347, 	 1.277, 	 1.623, 	 7.071, 	 138.770, 	 104.644
6, 	 384,	 0.49065,	 15.518, 	 137.247, 	 97.573, 	 0.270, 	 1.342, 	 1.612, 	 7.270, 	 138.859, 	 104.842

6, 	 384,	 0.49562,	 15.685, 	 136.355, 	 97.573, 	 1.263, 	 1.196, 	 2.460, 	 6.473, 	 138.814, 	 104.045
6, 	 384,	 0.49507,	 15.685, 	 136.453, 	 97.573, 	 1.043, 	 1.213, 	 2.257, 	 6.672, 	 138.710, 	 104.244
6, 	 384,	 0.49452,	 15.685, 	 136.552, 	 97.573, 	 0.851, 	 1.219, 	 2.070, 	 6.871, 	 138.621, 	 104.444
6, 	 384,	 0.49397,	 15.685, 	 136.650, 	 97.573, 	 0.686, 	 1.246, 	 1.932, 	 7.070, 	 138.583, 	 104.643
6, 	 384,	 0.49341,	 15.685, 	 136.749, 	 97.573, 	 0.548, 	 1.319, 	 1.866, 	 7.269, 	 138.616, 	 104.842
6, 	 384,	 0.49286,	 15.685, 	 136.848, 	 97.573, 	 0.433, 	 1.294, 	 1.727, 	 7.468, 	 138.576, 	 105.041
6, 	 384,	 0.49231,	 15.685, 	 136.948, 	 97.573, 	 0.339, 	 1.355, 	 1.694, 	 7.668, 	 138.642, 	 105.240
6, 	 384,	 0.49176,	 15.685, 	 137.047, 	 97.573, 	 0.264, 	 1.337, 	 1.601, 	 7.867, 	 138.648, 	 105.440

6, 	 384,	 0.49672,	 15.851, 	 136.159, 	 97.573, 	 1.245, 	 1.269, 	 2.513, 	 7.064, 	 138.672, 	 104.637
6, 	 384,	 0.49617,	 15.851, 	 136.257, 	 97.573, 	 1.027, 	 1.236, 	 2.263, 	 7.264, 	 138.520, 	 104.837
6, 	 384,	 0.49562,	 15.851, 	 136.355, 	 97.573, 	 0.837, 	 1.242, 	 2.079, 	 7.464, 	 138.433, 	 105.037
6, 	 384,	 0.49507,	 15.851, 	 136.453, 	 97.573, 	 0.674, 	 1.284, 	 1.958, 	 7.665, 	 138.411, 	 105.237
6, 	 384,	 0.49452,	 15.851, 	 136.552, 	 97.573, 	 0.537, 	 1.311, 	 1.848, 	 7.865, 	 138.400, 	 105.437
6, 	 384,	 0.49397,	 15.851, 	 136.650, 	 97.573, 	 0.424, 	 1.369, 	 1.793, 	 8.065, 	 138.444, 	 105.637
