m, 	 n, 	 a, 		 B, 		 Tb, 		 Mb, 		 COx, 		 POx, 		 TOx, 		 MOx, 		 Tt, 		 Mt
10, 	 384,	 0.50163,	 8.211, 	 135.307, 	 97.573, 	 9.884, 	 1.239, 	 11.123, 	 0.007, 	 146.430, 	 97.579
10, 	 384,	 0.48619,	 8.211, 	 138.047, 	 97.573, 	 0.493, 	 1.861, 	 2.354, 	 0.293, 	 140.401, 	 97.866
10, 	 384,	 0.48563,	 8.211, 	 138.147, 	 97.573, 	 0.389, 	 1.955, 	 2.345, 	 0.332, 	 140.492, 	 97.905
10, 	 384,	 0.48507,	 8.211, 	 138.247, 	 97.573, 	 0.305, 	 1.970, 	 2.275, 	 0.375, 	 140.522, 	 97.948

10, 	 384,	 0.50326,	 8.311, 	 135.041, 	 97.573, 	 10.170, 	 1.296, 	 11.465, 	 0.009, 	 146.507, 	 97.581
10, 	 384,	 0.50272,	 8.311, 	 135.128, 	 97.573, 	 9.776, 	 1.295, 	 11.071, 	 0.010, 	 146.199, 	 97.583
10, 	 384,	 0.50218,	 8.311, 	 135.217, 	 97.573, 	 9.381, 	 1.327, 	 10.709, 	 0.011, 	 145.925, 	 97.584
10, 	 384,	 0.50163,	 8.311, 	 135.307, 	 97.573, 	 8.985, 	 1.349, 	 10.334, 	 0.013, 	 145.641, 	 97.586
10, 	 384,	 0.50109,	 8.311, 	 135.398, 	 97.573, 	 8.589, 	 1.330, 	 9.919, 	 0.015, 	 145.317, 	 97.588
10, 	 384,	 0.50055,	 8.311, 	 135.490, 	 97.573, 	 8.192, 	 1.350, 	 9.542, 	 0.017, 	 145.032, 	 97.590
10, 	 384,	 0.50000,	 8.311, 	 135.584, 	 97.573, 	 7.794, 	 1.404, 	 9.198, 	 0.020, 	 144.782, 	 97.593
10, 	 384,	 0.49945,	 8.311, 	 135.678, 	 97.573, 	 7.397, 	 1.435, 	 8.832, 	 0.023, 	 144.510, 	 97.596
10, 	 384,	 0.49891,	 8.311, 	 135.773, 	 97.573, 	 7.000, 	 1.435, 	 8.435, 	 0.026, 	 144.208, 	 97.599
10, 	 384,	 0.49836,	 8.311, 	 135.869, 	 97.573, 	 6.603, 	 1.439, 	 8.043, 	 0.030, 	 143.911, 	 97.603
10, 	 384,	 0.49781,	 8.311, 	 135.965, 	 97.573, 	 6.208, 	 1.454, 	 7.662, 	 0.035, 	 143.627, 	 97.608
10, 	 384,	 0.49727,	 8.311, 	 136.062, 	 97.573, 	 5.814, 	 1.459, 	 7.273, 	 0.040, 	 143.334, 	 97.613
10, 	 384,	 0.49672,	 8.311, 	 136.159, 	 97.573, 	 5.421, 	 1.504, 	 6.926, 	 0.046, 	 143.085, 	 97.619
10, 	 384,	 0.49617,	 8.311, 	 136.257, 	 97.573, 	 5.031, 	 1.541, 	 6.572, 	 0.053, 	 142.829, 	 97.626
10, 	 384,	 0.49562,	 8.311, 	 136.355, 	 97.573, 	 4.645, 	 1.573, 	 6.218, 	 0.061, 	 142.573, 	 97.633
10, 	 384,	 0.49507,	 8.311, 	 136.453, 	 97.573, 	 4.263, 	 1.581, 	 5.843, 	 0.069, 	 142.296, 	 97.642
10, 	 384,	 0.49452,	 8.311, 	 136.552, 	 97.573, 	 3.886, 	 1.598, 	 5.484, 	 0.080, 	 142.035, 	 97.652
10, 	 384,	 0.49397,	 8.311, 	 136.650, 	 97.573, 	 3.517, 	 1.622, 	 5.139, 	 0.091, 	 141.790, 	 97.664
10, 	 384,	 0.49341,	 8.311, 	 136.749, 	 97.573, 	 3.156, 	 1.685, 	 4.841, 	 0.104, 	 141.590, 	 97.677
10, 	 384,	 0.49286,	 8.311, 	 136.848, 	 97.573, 	 2.807, 	 1.684, 	 4.491, 	 0.119, 	 141.340, 	 97.692
10, 	 384,	 0.49231,	 8.311, 	 136.948, 	 97.573, 	 2.472, 	 1.690, 	 4.162, 	 0.136, 	 141.110, 	 97.709
10, 	 384,	 0.49176,	 8.311, 	 137.047, 	 97.573, 	 2.153, 	 1.723, 	 3.876, 	 0.155, 	 140.923, 	 97.728
10, 	 384,	 0.49120,	 8.311, 	 137.147, 	 97.573, 	 1.854, 	 1.765, 	 3.619, 	 0.177, 	 140.766, 	 97.750
10, 	 384,	 0.49065,	 8.311, 	 137.247, 	 97.573, 	 1.576, 	 1.790, 	 3.367, 	 0.201, 	 140.613, 	 97.774
10, 	 384,	 0.49009,	 8.311, 	 137.346, 	 97.573, 	 1.324, 	 1.829, 	 3.153, 	 0.229, 	 140.499, 	 97.802
10, 	 384,	 0.48954,	 8.311, 	 137.446, 	 97.573, 	 1.098, 	 1.789, 	 2.887, 	 0.260, 	 140.333, 	 97.833
10, 	 384,	 0.48898,	 8.311, 	 137.546, 	 97.573, 	 0.900, 	 1.876, 	 2.776, 	 0.295, 	 140.322, 	 97.868
10, 	 384,	 0.48842,	 8.311, 	 137.646, 	 97.573, 	 0.729, 	 1.874, 	 2.602, 	 0.334, 	 140.249, 	 97.906
10, 	 384,	 0.48787,	 8.311, 	 137.746, 	 97.573, 	 0.584, 	 1.929, 	 2.513, 	 0.377, 	 140.259, 	 97.950
10, 	 384,	 0.48731,	 8.311, 	 137.846, 	 97.573, 	 0.463, 	 1.957, 	 2.420, 	 0.425, 	 140.267, 	 97.998

10, 	 384,	 0.49120,	 8.411, 	 137.147, 	 97.573, 	 1.264, 	 1.831, 	 3.094, 	 0.334, 	 140.241, 	 97.907
10, 	 384,	 0.49065,	 8.411, 	 137.247, 	 97.573, 	 1.044, 	 1.817, 	 2.861, 	 0.378, 	 140.108, 	 97.951
10, 	 384,	 0.49009,	 8.411, 	 137.346, 	 97.573, 	 0.853, 	 1.919, 	 2.772, 	 0.426, 	 140.118, 	 97.999
10, 	 384,	 0.48954,	 8.411, 	 137.446, 	 97.573, 	 0.688, 	 1.935, 	 2.623, 	 0.480, 	 140.069, 	 98.053
10, 	 384,	 0.48898,	 8.411, 	 137.546, 	 97.573, 	 0.550, 	 1.967, 	 2.516, 	 0.539, 	 140.063, 	 98.112
10, 	 384,	 0.48842,	 8.411, 	 137.646, 	 97.573, 	 0.435, 	 2.023, 	 2.458, 	 0.604, 	 140.104, 	 98.177
10, 	 384,	 0.48787,	 8.411, 	 137.746, 	 97.573, 	 0.342, 	 1.945, 	 2.287, 	 0.676, 	 140.033, 	 98.248
10, 	 384,	 0.48731,	 8.411, 	 137.846, 	 97.573, 	 0.267, 	 2.025, 	 2.291, 	 0.753, 	 140.138, 	 98.326
10, 	 384,	 0.48675,	 8.411, 	 137.947, 	 97.573, 	 0.207, 	 2.075, 	 2.282, 	 0.837, 	 140.228, 	 98.410

10, 	 384,	 0.49286,	 8.511, 	 136.848, 	 97.573, 	 1.445, 	 1.859, 	 3.304, 	 0.426, 	 140.153, 	 97.999
10, 	 384,	 0.49231,	 8.511, 	 136.948, 	 97.573, 	 1.205, 	 1.871, 	 3.076, 	 0.480, 	 140.024, 	 98.053
10, 	 384,	 0.49176,	 8.511, 	 137.047, 	 97.573, 	 0.993, 	 1.895, 	 2.888, 	 0.540, 	 139.935, 	 98.113
10, 	 384,	 0.49120,	 8.511, 	 137.147, 	 97.573, 	 0.808, 	 1.952, 	 2.760, 	 0.605, 	 139.907, 	 98.178
10, 	 384,	 0.49065,	 8.511, 	 137.247, 	 97.573, 	 0.650, 	 1.930, 	 2.580, 	 0.677, 	 139.826, 	 98.250
10, 	 384,	 0.49009,	 8.511, 	 137.346, 	 97.573, 	 0.518, 	 1.997, 	 2.515, 	 0.755, 	 139.861, 	 98.328
10, 	 384,	 0.48954,	 8.511, 	 137.446, 	 97.573, 	 0.409, 	 2.008, 	 2.416, 	 0.840, 	 139.863, 	 98.412

10, 	 384,	 0.49397,	 8.611, 	 136.650, 	 97.573, 	 1.383, 	 1.879, 	 3.262, 	 0.605, 	 139.912, 	 98.178
10, 	 384,	 0.49341,	 8.611, 	 136.749, 	 97.573, 	 1.149, 	 1.886, 	 3.036, 	 0.677, 	 139.785, 	 98.250
10, 	 384,	 0.49286,	 8.611, 	 136.848, 	 97.573, 	 0.944, 	 1.972, 	 2.916, 	 0.755, 	 139.764, 	 98.328
10, 	 384,	 0.49231,	 8.611, 	 136.948, 	 97.573, 	 0.765, 	 1.976, 	 2.741, 	 0.840, 	 139.689, 	 98.413
10, 	 384,	 0.49176,	 8.611, 	 137.047, 	 97.573, 	 0.614, 	 2.034, 	 2.648, 	 0.932, 	 139.696, 	 98.505
10, 	 384,	 0.49120,	 8.611, 	 137.147, 	 97.573, 	 0.488, 	 2.047, 	 2.535, 	 1.031, 	 139.682, 	 98.603
10, 	 384,	 0.49065,	 8.611, 	 137.247, 	 97.573, 	 0.384, 	 2.099, 	 2.484, 	 1.136, 	 139.730, 	 98.709
10, 	 384,	 0.49009,	 8.611, 	 137.346, 	 97.573, 	 0.300, 	 2.109, 	 2.409, 	 1.248, 	 139.756, 	 98.821

10, 	 384,	 0.49507,	 8.711, 	 136.453, 	 97.573, 	 1.322, 	 1.946, 	 3.268, 	 0.839, 	 139.721, 	 98.412
10, 	 384,	 0.49452,	 8.711, 	 136.552, 	 97.573, 	 1.096, 	 1.998, 	 3.093, 	 0.931, 	 139.645, 	 98.504
10, 	 384,	 0.49397,	 8.711, 	 136.650, 	 97.573, 	 0.896, 	 1.968, 	 2.864, 	 1.030, 	 139.514, 	 98.603
10, 	 384,	 0.49341,	 8.711, 	 136.749, 	 97.573, 	 0.725, 	 2.025, 	 2.750, 	 1.136, 	 139.499, 	 98.709
10, 	 384,	 0.49286,	 8.711, 	 136.848, 	 97.573, 	 0.580, 	 2.074, 	 2.654, 	 1.248, 	 139.502, 	 98.821
10, 	 384,	 0.49231,	 8.711, 	 136.948, 	 97.573, 	 0.459, 	 2.075, 	 2.535, 	 1.368, 	 139.482, 	 98.940
10, 	 384,	 0.49176,	 8.711, 	 137.047, 	 97.573, 	 0.361, 	 2.180, 	 2.541, 	 1.493, 	 139.588, 	 99.066
10, 	 384,	 0.49120,	 8.711, 	 137.147, 	 97.573, 	 0.282, 	 2.137, 	 2.419, 	 1.626, 	 139.566, 	 99.198

10, 	 384,	 0.49617,	 8.811, 	 136.257, 	 97.573, 	 1.264, 	 2.009, 	 3.273, 	 1.133, 	 139.529, 	 98.706
10, 	 384,	 0.49562,	 8.811, 	 136.355, 	 97.573, 	 1.044, 	 2.057, 	 3.101, 	 1.246, 	 139.456, 	 98.819
10, 	 384,	 0.49507,	 8.811, 	 136.453, 	 97.573, 	 0.851, 	 2.072, 	 2.924, 	 1.366, 	 139.377, 	 98.939
10, 	 384,	 0.49452,	 8.811, 	 136.552, 	 97.573, 	 0.686, 	 2.068, 	 2.754, 	 1.492, 	 139.306, 	 99.065
10, 	 384,	 0.49397,	 8.811, 	 136.650, 	 97.573, 	 0.548, 	 2.124, 	 2.672, 	 1.625, 	 139.322, 	 99.197
10, 	 384,	 0.49341,	 8.811, 	 136.749, 	 97.573, 	 0.433, 	 2.188, 	 2.621, 	 1.763, 	 139.370, 	 99.336

10, 	 384,	 0.49727,	 8.911, 	 136.062, 	 97.573, 	 1.207, 	 2.061, 	 3.268, 	 1.488, 	 139.330, 	 99.061
10, 	 384,	 0.49672,	 8.911, 	 136.159, 	 97.573, 	 0.994, 	 2.082, 	 3.076, 	 1.621, 	 139.235, 	 99.194
10, 	 384,	 0.49617,	 8.911, 	 136.257, 	 97.573, 	 0.808, 	 2.117, 	 2.925, 	 1.760, 	 139.182, 	 99.333
10, 	 384,	 0.49562,	 8.911, 	 136.355, 	 97.573, 	 0.650, 	 2.168, 	 2.818, 	 1.905, 	 139.172, 	 99.477
10, 	 384,	 0.49507,	 8.911, 	 136.453, 	 97.573, 	 0.517, 	 2.153, 	 2.670, 	 2.055, 	 139.123, 	 99.628
10, 	 384,	 0.49452,	 8.911, 	 136.552, 	 97.573, 	 0.408, 	 2.174, 	 2.582, 	 2.210, 	 139.134, 	 99.783
10, 	 384,	 0.49397,	 8.911, 	 136.650, 	 97.573, 	 0.319, 	 2.211, 	 2.530, 	 2.369, 	 139.180, 	 99.942

10, 	 384,	 0.49836,	 9.011, 	 135.869, 	 97.573, 	 1.151, 	 2.061, 	 3.212, 	 1.899, 	 139.081, 	 99.471
10, 	 384,	 0.49781,	 9.011, 	 135.965, 	 97.573, 	 0.945, 	 2.076, 	 3.021, 	 2.049, 	 138.987, 	 99.622
10, 	 384,	 0.49727,	 9.011, 	 136.062, 	 97.573, 	 0.767, 	 2.198, 	 2.965, 	 2.205, 	 139.027, 	 99.778
10, 	 384,	 0.49672,	 9.011, 	 136.159, 	 97.573, 	 0.615, 	 2.153, 	 2.767, 	 2.365, 	 138.926, 	 99.938
10, 	 384,	 0.49617,	 9.011, 	 136.257, 	 97.573, 	 0.488, 	 2.258, 	 2.746, 	 2.529, 	 139.002, 	 100.102
10, 	 384,	 0.49562,	 9.011, 	 136.355, 	 97.573, 	 0.384, 	 2.223, 	 2.607, 	 2.698, 	 138.962, 	 100.271

10, 	 384,	 0.50000,	 9.111, 	 135.584, 	 97.573, 	 1.324, 	 2.191, 	 3.514, 	 2.196, 	 139.098, 	 99.769
10, 	 384,	 0.49945,	 9.111, 	 135.678, 	 97.573, 	 1.097, 	 2.152, 	 3.249, 	 2.357, 	 138.927, 	 99.930
10, 	 384,	 0.49891,	 9.111, 	 135.773, 	 97.573, 	 0.898, 	 2.227, 	 3.125, 	 2.522, 	 138.898, 	 100.095
10, 	 384,	 0.49836,	 9.111, 	 135.869, 	 97.573, 	 0.726, 	 2.245, 	 2.972, 	 2.691, 	 138.841, 	 100.264
10, 	 384,	 0.49781,	 9.111, 	 135.965, 	 97.573, 	 0.581, 	 2.261, 	 2.842, 	 2.863, 	 138.807, 	 100.436
10, 	 384,	 0.49727,	 9.111, 	 136.062, 	 97.573, 	 0.460, 	 2.280, 	 2.740, 	 3.039, 	 138.802, 	 100.612
10, 	 384,	 0.49672,	 9.111, 	 136.159, 	 97.573, 	 0.361, 	 2.297, 	 2.658, 	 3.218, 	 138.818, 	 100.790
10, 	 384,	 0.49617,	 9.111, 	 136.257, 	 97.573, 	 0.282, 	 2.331, 	 2.612, 	 3.399, 	 138.869, 	 100.972

10, 	 384,	 0.50055,	 9.211, 	 135.490, 	 97.573, 	 1.044, 	 2.214, 	 3.258, 	 2.854, 	 138.749, 	 100.426
10, 	 384,	 0.50000,	 9.211, 	 135.584, 	 97.573, 	 0.852, 	 2.283, 	 3.135, 	 3.030, 	 138.719, 	 100.603
10, 	 384,	 0.49945,	 9.211, 	 135.678, 	 97.573, 	 0.688, 	 2.230, 	 2.917, 	 3.209, 	 138.595, 	 100.782
10, 	 384,	 0.49891,	 9.211, 	 135.773, 	 97.573, 	 0.549, 	 2.228, 	 2.777, 	 3.391, 	 138.550, 	 100.963
10, 	 384,	 0.49836,	 9.211, 	 135.869, 	 97.573, 	 0.434, 	 2.327, 	 2.760, 	 3.575, 	 138.629, 	 101.147
10, 	 384,	 0.49781,	 9.211, 	 135.965, 	 97.573, 	 0.340, 	 2.295, 	 2.635, 	 3.761, 	 138.600, 	 101.334

10, 	 384,	 0.50218,	 9.311, 	 135.217, 	 97.573, 	 1.202, 	 2.226, 	 3.428, 	 3.196, 	 138.645, 	 100.769
10, 	 384,	 0.50163,	 9.311, 	 135.307, 	 97.573, 	 0.991, 	 2.254, 	 3.246, 	 3.379, 	 138.552, 	 100.952
10, 	 384,	 0.50109,	 9.311, 	 135.398, 	 97.573, 	 0.807, 	 2.256, 	 3.063, 	 3.563, 	 138.461, 	 101.136
10, 	 384,	 0.50055,	 9.311, 	 135.490, 	 97.573, 	 0.650, 	 2.263, 	 2.912, 	 3.750, 	 138.403, 	 101.323
10, 	 384,	 0.50000,	 9.311, 	 135.584, 	 97.573, 	 0.518, 	 2.248, 	 2.765, 	 3.939, 	 138.349, 	 101.511
10, 	 384,	 0.49945,	 9.311, 	 135.678, 	 97.573, 	 0.408, 	 2.373, 	 2.782, 	 4.129, 	 138.460, 	 101.702
10, 	 384,	 0.49891,	 9.311, 	 135.773, 	 97.573, 	 0.320, 	 2.349, 	 2.669, 	 4.320, 	 138.442, 	 101.893

10, 	 384,	 0.50381,	 9.411, 	 134.956, 	 97.573, 	 1.368, 	 2.207, 	 3.575, 	 3.548, 	 138.531, 	 101.121
10, 	 384,	 0.50326,	 9.411, 	 135.041, 	 97.573, 	 1.141, 	 2.213, 	 3.354, 	 3.736, 	 138.395, 	 101.308
10, 	 384,	 0.50272,	 9.411, 	 135.128, 	 97.573, 	 0.939, 	 2.309, 	 3.247, 	 3.925, 	 138.375, 	 101.498
10, 	 384,	 0.50218,	 9.411, 	 135.217, 	 97.573, 	 0.763, 	 2.331, 	 3.093, 	 4.115, 	 138.310, 	 101.688
10, 	 384,	 0.50163,	 9.411, 	 135.307, 	 97.573, 	 0.613, 	 2.320, 	 2.933, 	 4.308, 	 138.240, 	 101.880
10, 	 384,	 0.50109,	 9.411, 	 135.398, 	 97.573, 	 0.487, 	 2.368, 	 2.855, 	 4.501, 	 138.254, 	 102.074
10, 	 384,	 0.50055,	 9.411, 	 135.490, 	 97.573, 	 0.384, 	 2.376, 	 2.760, 	 4.695, 	 138.251, 	 102.268

10, 	 384,	 0.50543,	 9.511, 	 134.715, 	 97.573, 	 1.537, 	 2.266, 	 3.803, 	 3.907, 	 138.518, 	 101.480
10, 	 384,	 0.50489,	 9.511, 	 134.793, 	 97.573, 	 1.296, 	 2.302, 	 3.598, 	 4.098, 	 138.391, 	 101.671
10, 	 384,	 0.50435,	 9.511, 	 134.873, 	 97.573, 	 1.078, 	 2.296, 	 3.374, 	 4.291, 	 138.248, 	 101.864
10, 	 384,	 0.50381,	 9.511, 	 134.956, 	 97.573, 	 0.886, 	 2.316, 	 3.201, 	 4.485, 	 138.158, 	 102.058
10, 	 384,	 0.50326,	 9.511, 	 135.041, 	 97.573, 	 0.719, 	 2.335, 	 3.054, 	 4.680, 	 138.095, 	 102.253
10, 	 384,	 0.50272,	 9.511, 	 135.128, 	 97.573, 	 0.576, 	 2.353, 	 2.930, 	 4.876, 	 138.058, 	 102.449
10, 	 384,	 0.50218,	 9.511, 	 135.217, 	 97.573, 	 0.458, 	 2.521, 	 2.978, 	 5.073, 	 138.195, 	 102.646
10, 	 384,	 0.50163,	 9.511, 	 135.307, 	 97.573, 	 0.360, 	 2.481, 	 2.841, 	 5.271, 	 138.148, 	 102.844

10, 	 384,	 0.50597,	 9.611, 	 134.640, 	 97.573, 	 1.221, 	 2.310, 	 3.531, 	 4.661, 	 138.171, 	 102.234
10, 	 384,	 0.50543,	 9.611, 	 134.715, 	 97.573, 	 1.014, 	 2.300, 	 3.314, 	 4.858, 	 138.029, 	 102.431
10, 	 384,	 0.50489,	 9.611, 	 134.793, 	 97.573, 	 0.832, 	 2.400, 	 3.232, 	 5.056, 	 138.024, 	 102.628
10, 	 384,	 0.50435,	 9.611, 	 134.873, 	 97.573, 	 0.674, 	 2.427, 	 3.101, 	 5.254, 	 137.975, 	 102.827
10, 	 384,	 0.50381,	 9.611, 	 134.956, 	 97.573, 	 0.540, 	 2.461, 	 3.001, 	 5.453, 	 137.958, 	 103.025
10, 	 384,	 0.50326,	 9.611, 	 135.041, 	 97.573, 	 0.429, 	 2.474, 	 2.902, 	 5.652, 	 137.944, 	 103.225
10, 	 384,	 0.50272,	 9.611, 	 135.128, 	 97.573, 	 0.337, 	 2.571, 	 2.908, 	 5.852, 	 138.036, 	 103.424
10, 	 384,	 0.50218,	 9.611, 	 135.217, 	 97.573, 	 0.263, 	 2.572, 	 2.835, 	 6.052, 	 138.052, 	 103.624

10, 	 384,	 0.50705,	 9.711, 	 134.501, 	 97.573, 	 1.142, 	 2.384, 	 3.526, 	 5.233, 	 138.026, 	 102.806
10, 	 384,	 0.50651,	 9.711, 	 134.568, 	 97.573, 	 0.947, 	 2.399, 	 3.346, 	 5.432, 	 137.915, 	 103.005
10, 	 384,	 0.50597,	 9.711, 	 134.640, 	 97.573, 	 0.776, 	 2.426, 	 3.203, 	 5.632, 	 137.843, 	 103.205
10, 	 384,	 0.50543,	 9.711, 	 134.715, 	 97.573, 	 0.629, 	 2.497, 	 3.126, 	 5.833, 	 137.841, 	 103.406
10, 	 384,	 0.50489,	 9.711, 	 134.793, 	 97.573, 	 0.504, 	 2.557, 	 3.060, 	 6.034, 	 137.853, 	 103.607
10, 	 384,	 0.50435,	 9.711, 	 134.873, 	 97.573, 	 0.400, 	 2.507, 	 2.906, 	 6.235, 	 137.780, 	 103.808
10, 	 384,	 0.50381,	 9.711, 	 134.956, 	 97.573, 	 0.314, 	 2.629, 	 2.944, 	 6.436, 	 137.900, 	 104.009
10, 	 384,	 0.50326,	 9.711, 	 135.041, 	 97.573, 	 0.245, 	 2.640, 	 2.886, 	 6.638, 	 137.927, 	 104.210

10, 	 384,	 0.50813,	 9.811, 	 134.377, 	 97.573, 	 1.058, 	 2.435, 	 3.494, 	 5.810, 	 137.871, 	 103.383
10, 	 384,	 0.50759,	 9.811, 	 134.437, 	 97.573, 	 0.878, 	 2.530, 	 3.408, 	 6.012, 	 137.845, 	 103.585
10, 	 384,	 0.50705,	 9.811, 	 134.501, 	 97.573, 	 0.719, 	 2.460, 	 3.179, 	 6.214, 	 137.680, 	 103.786
10, 	 384,	 0.50651,	 9.811, 	 134.568, 	 97.573, 	 0.583, 	 2.511, 	 3.093, 	 6.416, 	 137.662, 	 103.988
10, 	 384,	 0.50597,	 9.811, 	 134.640, 	 97.573, 	 0.467, 	 2.577, 	 3.043, 	 6.618, 	 137.683, 	 104.191
10, 	 384,	 0.50543,	 9.811, 	 134.715, 	 97.573, 	 0.370, 	 2.620, 	 2.991, 	 6.820, 	 137.706, 	 104.393

10, 	 384,	 0.50866,	 9.911, 	 134.323, 	 97.573, 	 0.805, 	 2.440, 	 3.246, 	 6.594, 	 137.568, 	 104.167
10, 	 384,	 0.50813,	 9.911, 	 134.377, 	 97.573, 	 0.660, 	 2.568, 	 3.228, 	 6.797, 	 137.605, 	 104.370
10, 	 384,	 0.50759,	 9.911, 	 134.437, 	 97.573, 	 0.535, 	 2.569, 	 3.104, 	 7.000, 	 137.541, 	 104.573
10, 	 384,	 0.50705,	 9.911, 	 134.501, 	 97.573, 	 0.429, 	 2.604, 	 3.033, 	 7.204, 	 137.533, 	 104.777
10, 	 384,	 0.50651,	 9.911, 	 134.568, 	 97.573, 	 0.341, 	 2.692, 	 3.033, 	 7.407, 	 137.602, 	 104.980
10, 	 384,	 0.50597,	 9.911, 	 134.640, 	 97.573, 	 0.269, 	 2.806, 	 3.075, 	 7.610, 	 137.715, 	 105.183

10, 	 384,	 0.51027,	 10.011, 	 134.193, 	 97.573, 	 0.878, 	 2.537, 	 3.415, 	 6.974, 	 137.608, 	 104.547
10, 	 384,	 0.50974,	 10.011, 	 134.230, 	 97.573, 	 0.729, 	 2.561, 	 3.290, 	 7.178, 	 137.520, 	 104.751
10, 	 384,	 0.50920,	 10.011, 	 134.274, 	 97.573, 	 0.599, 	 2.578, 	 3.177, 	 7.382, 	 137.450, 	 104.955
10, 	 384,	 0.50866,	 10.011, 	 134.323, 	 97.573, 	 0.486, 	 2.537, 	 3.023, 	 7.587, 	 137.346, 	 105.159
10, 	 384,	 0.50813,	 10.011, 	 134.377, 	 97.573, 	 0.391, 	 2.741, 	 3.132, 	 7.791, 	 137.509, 	 105.364
