m, 	 n, 	 a, 		 B, 		 Tb, 		 Mb, 		 COx, 		 POx, 		 TOx, 		 MOx, 		 Tt, 		 Mt
14, 	 384,	 0.50163,	 5.865, 	 135.307, 	 97.573, 	 7.707, 	 2.416, 	 10.122, 	 0.007, 	 145.429, 	 97.579
14, 	 384,	 0.49945,	 5.936, 	 135.678, 	 97.573, 	 5.217, 	 2.579, 	 7.796, 	 0.023, 	 143.474, 	 97.596
14, 	 384,	 0.49891,	 5.936, 	 135.773, 	 97.573, 	 4.829, 	 2.637, 	 7.466, 	 0.026, 	 143.239, 	 97.599
14, 	 384,	 0.49836,	 5.936, 	 135.869, 	 97.573, 	 4.445, 	 2.660, 	 7.105, 	 0.030, 	 142.974, 	 97.603
14, 	 384,	 0.49781,	 5.936, 	 135.965, 	 97.573, 	 4.066, 	 2.726, 	 6.792, 	 0.035, 	 142.757, 	 97.608
14, 	 384,	 0.49727,	 5.936, 	 136.062, 	 97.573, 	 3.693, 	 2.732, 	 6.425, 	 0.040, 	 142.487, 	 97.613
14, 	 384,	 0.49672,	 5.936, 	 136.159, 	 97.573, 	 3.328, 	 2.724, 	 6.052, 	 0.046, 	 142.211, 	 97.619
14, 	 384,	 0.49617,	 5.936, 	 136.257, 	 97.573, 	 2.972, 	 2.818, 	 5.791, 	 0.053, 	 142.047, 	 97.626
14, 	 384,	 0.49562,	 5.936, 	 136.355, 	 97.573, 	 2.629, 	 2.869, 	 5.499, 	 0.061, 	 141.853, 	 97.633
14, 	 384,	 0.49507,	 5.936, 	 136.453, 	 97.573, 	 2.302, 	 2.882, 	 5.184, 	 0.069, 	 141.637, 	 97.642
14, 	 384,	 0.49452,	 5.936, 	 136.552, 	 97.573, 	 1.992, 	 2.897, 	 4.889, 	 0.080, 	 141.441, 	 97.652
14, 	 384,	 0.49397,	 5.936, 	 136.650, 	 97.573, 	 1.703, 	 3.003, 	 4.706, 	 0.091, 	 141.356, 	 97.664
14, 	 384,	 0.49341,	 5.936, 	 136.749, 	 97.573, 	 1.438, 	 2.966, 	 4.404, 	 0.104, 	 141.154, 	 97.677
14, 	 384,	 0.49286,	 5.936, 	 136.848, 	 97.573, 	 1.199, 	 3.021, 	 4.220, 	 0.119, 	 141.069, 	 97.692
14, 	 384,	 0.49231,	 5.936, 	 136.948, 	 97.573, 	 0.987, 	 3.124, 	 4.111, 	 0.136, 	 141.059, 	 97.709
14, 	 384,	 0.49176,	 5.936, 	 137.047, 	 97.573, 	 0.803, 	 3.121, 	 3.924, 	 0.155, 	 140.971, 	 97.728
14, 	 384,	 0.49120,	 5.936, 	 137.147, 	 97.573, 	 0.646, 	 3.113, 	 3.758, 	 0.177, 	 140.905, 	 97.750
14, 	 384,	 0.49065,	 5.936, 	 137.247, 	 97.573, 	 0.514, 	 3.130, 	 3.644, 	 0.201, 	 140.891, 	 97.774
14, 	 384,	 0.49009,	 5.936, 	 137.346, 	 97.573, 	 0.406, 	 3.237, 	 3.643, 	 0.229, 	 140.989, 	 97.802
14, 	 384,	 0.48954,	 5.936, 	 137.446, 	 97.573, 	 0.318, 	 3.206, 	 3.524, 	 0.260, 	 140.970, 	 97.833

14, 	 384,	 0.49341,	 6.008, 	 136.749, 	 97.573, 	 0.925, 	 3.198, 	 4.123, 	 0.201, 	 140.872, 	 97.774
14, 	 384,	 0.49286,	 6.008, 	 136.848, 	 97.573, 	 0.749, 	 3.119, 	 3.868, 	 0.229, 	 140.717, 	 97.802
14, 	 384,	 0.49231,	 6.008, 	 136.948, 	 97.573, 	 0.600, 	 3.132, 	 3.733, 	 0.260, 	 140.680, 	 97.833
14, 	 384,	 0.49176,	 6.008, 	 137.047, 	 97.573, 	 0.476, 	 3.250, 	 3.726, 	 0.295, 	 140.774, 	 97.868
14, 	 384,	 0.49120,	 6.008, 	 137.147, 	 97.573, 	 0.375, 	 3.223, 	 3.598, 	 0.334, 	 140.745, 	 97.907

14, 	 384,	 0.49507,	 6.079, 	 136.453, 	 97.573, 	 1.060, 	 3.125, 	 4.185, 	 0.260, 	 140.638, 	 97.832
14, 	 384,	 0.49452,	 6.079, 	 136.552, 	 97.573, 	 0.865, 	 3.214, 	 4.079, 	 0.295, 	 140.631, 	 97.868
14, 	 384,	 0.49397,	 6.079, 	 136.650, 	 97.573, 	 0.698, 	 3.191, 	 3.889, 	 0.334, 	 140.540, 	 97.907
14, 	 384,	 0.49341,	 6.079, 	 136.749, 	 97.573, 	 0.558, 	 3.259, 	 3.817, 	 0.378, 	 140.566, 	 97.951
14, 	 384,	 0.49286,	 6.079, 	 136.848, 	 97.573, 	 0.441, 	 3.331, 	 3.772, 	 0.426, 	 140.621, 	 97.999

14, 	 384,	 0.49672,	 6.151, 	 136.159, 	 97.573, 	 1.208, 	 3.159, 	 4.367, 	 0.333, 	 140.526, 	 97.906
14, 	 384,	 0.49617,	 6.151, 	 136.257, 	 97.573, 	 0.995, 	 3.233, 	 4.228, 	 0.377, 	 140.485, 	 97.949
14, 	 384,	 0.49562,	 6.151, 	 136.355, 	 97.573, 	 0.809, 	 3.245, 	 4.054, 	 0.425, 	 140.409, 	 97.998
14, 	 384,	 0.49507,	 6.151, 	 136.453, 	 97.573, 	 0.651, 	 3.293, 	 3.944, 	 0.480, 	 140.397, 	 98.052
14, 	 384,	 0.49452,	 6.151, 	 136.552, 	 97.573, 	 0.518, 	 3.280, 	 3.798, 	 0.539, 	 140.350, 	 98.112
14, 	 384,	 0.49397,	 6.151, 	 136.650, 	 97.573, 	 0.408, 	 3.424, 	 3.833, 	 0.605, 	 140.483, 	 98.178
14, 	 384,	 0.49341,	 6.151, 	 136.749, 	 97.573, 	 0.320, 	 3.380, 	 3.700, 	 0.677, 	 140.449, 	 98.250

14, 	 384,	 0.49836,	 6.222, 	 135.869, 	 97.573, 	 1.369, 	 3.140, 	 4.509, 	 0.423, 	 140.378, 	 97.996
14, 	 384,	 0.49781,	 6.222, 	 135.965, 	 97.573, 	 1.137, 	 3.158, 	 4.296, 	 0.478, 	 140.261, 	 98.050
14, 	 384,	 0.49727,	 6.222, 	 136.062, 	 97.573, 	 0.933, 	 3.202, 	 4.135, 	 0.537, 	 140.197, 	 98.110
14, 	 384,	 0.49672,	 6.222, 	 136.159, 	 97.573, 	 0.756, 	 3.202, 	 3.958, 	 0.603, 	 140.117, 	 98.176
14, 	 384,	 0.49617,	 6.222, 	 136.257, 	 97.573, 	 0.606, 	 3.329, 	 3.935, 	 0.675, 	 140.192, 	 98.248
14, 	 384,	 0.49562,	 6.222, 	 136.355, 	 97.573, 	 0.481, 	 3.376, 	 3.857, 	 0.754, 	 140.212, 	 98.326

14, 	 384,	 0.50000,	 6.293, 	 135.584, 	 97.573, 	 1.541, 	 3.170, 	 4.711, 	 0.534, 	 140.295, 	 98.107
14, 	 384,	 0.49945,	 6.293, 	 135.678, 	 97.573, 	 1.292, 	 3.336, 	 4.628, 	 0.600, 	 140.306, 	 98.173
14, 	 384,	 0.49891,	 6.293, 	 135.773, 	 97.573, 	 1.069, 	 3.337, 	 4.406, 	 0.672, 	 140.179, 	 98.245
14, 	 384,	 0.49836,	 6.293, 	 135.869, 	 97.573, 	 0.873, 	 3.316, 	 4.190, 	 0.750, 	 140.059, 	 98.323
14, 	 384,	 0.49781,	 6.293, 	 135.965, 	 97.573, 	 0.705, 	 3.303, 	 4.009, 	 0.836, 	 139.974, 	 98.408
14, 	 384,	 0.49727,	 6.293, 	 136.062, 	 97.573, 	 0.563, 	 3.392, 	 3.955, 	 0.928, 	 140.017, 	 98.501
14, 	 384,	 0.49672,	 6.293, 	 136.159, 	 97.573, 	 0.446, 	 3.444, 	 3.890, 	 1.027, 	 140.049, 	 98.600

14, 	 384,	 0.50000,	 6.365, 	 135.584, 	 97.573, 	 1.003, 	 3.342, 	 4.344, 	 0.923, 	 139.928, 	 98.496
14, 	 384,	 0.49945,	 6.365, 	 135.678, 	 97.573, 	 0.816, 	 3.382, 	 4.198, 	 1.022, 	 139.876, 	 98.595
14, 	 384,	 0.49891,	 6.365, 	 135.773, 	 97.573, 	 0.657, 	 3.448, 	 4.105, 	 1.128, 	 139.878, 	 98.701
14, 	 384,	 0.49836,	 6.365, 	 135.869, 	 97.573, 	 0.523, 	 3.418, 	 3.941, 	 1.241, 	 139.810, 	 98.814
14, 	 384,	 0.49781,	 6.365, 	 135.965, 	 97.573, 	 0.413, 	 3.509, 	 3.922, 	 1.361, 	 139.887, 	 98.934
14, 	 384,	 0.49727,	 6.365, 	 136.062, 	 97.573, 	 0.323, 	 3.546, 	 3.869, 	 1.488, 	 139.931, 	 99.061

14, 	 384,	 0.50163,	 6.436, 	 135.307, 	 97.573, 	 1.142, 	 3.252, 	 4.394, 	 1.121, 	 139.701, 	 98.694
14, 	 384,	 0.50109,	 6.436, 	 135.398, 	 97.573, 	 0.938, 	 3.425, 	 4.363, 	 1.234, 	 139.761, 	 98.807
14, 	 384,	 0.50055,	 6.436, 	 135.490, 	 97.573, 	 0.762, 	 3.407, 	 4.169, 	 1.354, 	 139.659, 	 98.927
14, 	 384,	 0.50000,	 6.436, 	 135.584, 	 97.573, 	 0.611, 	 3.558, 	 4.169, 	 1.481, 	 139.753, 	 99.054
14, 	 384,	 0.49945,	 6.436, 	 135.678, 	 97.573, 	 0.485, 	 3.406, 	 3.891, 	 1.614, 	 139.569, 	 99.187
14, 	 384,	 0.49891,	 6.436, 	 135.773, 	 97.573, 	 0.382, 	 3.512, 	 3.894, 	 1.754, 	 139.667, 	 99.326
14, 	 384,	 0.49836,	 6.436, 	 135.869, 	 97.573, 	 0.298, 	 3.494, 	 3.792, 	 1.899, 	 139.661, 	 99.471

14, 	 384,	 0.50326,	 6.508, 	 135.041, 	 97.573, 	 1.289, 	 3.386, 	 4.675, 	 1.345, 	 139.716, 	 98.918
14, 	 384,	 0.50272,	 6.508, 	 135.128, 	 97.573, 	 1.069, 	 3.346, 	 4.415, 	 1.472, 	 139.543, 	 99.044
14, 	 384,	 0.50218,	 6.508, 	 135.217, 	 97.573, 	 0.876, 	 3.500, 	 4.375, 	 1.605, 	 139.592, 	 99.178
14, 	 384,	 0.50163,	 6.508, 	 135.307, 	 97.573, 	 0.709, 	 3.490, 	 4.199, 	 1.744, 	 139.506, 	 99.317
14, 	 384,	 0.50109,	 6.508, 	 135.398, 	 97.573, 	 0.567, 	 3.563, 	 4.130, 	 1.890, 	 139.528, 	 99.462
14, 	 384,	 0.50055,	 6.508, 	 135.490, 	 97.573, 	 0.449, 	 3.484, 	 3.933, 	 2.040, 	 139.423, 	 99.613
14, 	 384,	 0.50000,	 6.508, 	 135.584, 	 97.573, 	 0.353, 	 3.609, 	 3.962, 	 2.196, 	 139.545, 	 99.769
14, 	 384,	 0.49945,	 6.508, 	 135.678, 	 97.573, 	 0.275, 	 3.684, 	 3.959, 	 2.357, 	 139.637, 	 99.930

14, 	 384,	 0.50435,	 6.579, 	 134.873, 	 97.573, 	 1.205, 	 3.444, 	 4.648, 	 1.732, 	 139.522, 	 99.305
14, 	 384,	 0.50381,	 6.579, 	 134.956, 	 97.573, 	 0.997, 	 3.393, 	 4.390, 	 1.878, 	 139.346, 	 99.450
14, 	 384,	 0.50326,	 6.579, 	 135.041, 	 97.573, 	 0.814, 	 3.478, 	 4.292, 	 2.029, 	 139.333, 	 99.601
14, 	 384,	 0.50272,	 6.579, 	 135.128, 	 97.573, 	 0.657, 	 3.600, 	 4.257, 	 2.185, 	 139.385, 	 99.758
14, 	 384,	 0.50218,	 6.579, 	 135.217, 	 97.573, 	 0.525, 	 3.512, 	 4.037, 	 2.346, 	 139.254, 	 99.919
14, 	 384,	 0.50163,	 6.579, 	 135.307, 	 97.573, 	 0.415, 	 3.661, 	 4.076, 	 2.511, 	 139.383, 	 100.084
14, 	 384,	 0.50109,	 6.579, 	 135.398, 	 97.573, 	 0.325, 	 3.590, 	 3.916, 	 2.681, 	 139.314, 	 100.253

14, 	 384,	 0.50597,	 6.651, 	 134.640, 	 97.573, 	 1.340, 	 3.421, 	 4.761, 	 2.014, 	 139.401, 	 99.586
14, 	 384,	 0.50543,	 6.651, 	 134.715, 	 97.573, 	 1.120, 	 3.478, 	 4.598, 	 2.170, 	 139.313, 	 99.743
14, 	 384,	 0.50489,	 6.651, 	 134.793, 	 97.573, 	 0.924, 	 3.519, 	 4.443, 	 2.331, 	 139.236, 	 99.904
14, 	 384,	 0.50435,	 6.651, 	 134.873, 	 97.573, 	 0.753, 	 3.563, 	 4.316, 	 2.497, 	 139.189, 	 100.070
14, 	 384,	 0.50381,	 6.651, 	 134.956, 	 97.573, 	 0.607, 	 3.612, 	 4.219, 	 2.667, 	 139.175, 	 100.239
14, 	 384,	 0.50326,	 6.651, 	 135.041, 	 97.573, 	 0.484, 	 3.533, 	 4.017, 	 2.840, 	 139.058, 	 100.413
